Genome,Scheme,ST,yphC,trpC,efp,ppa,mutY,ureI,atpA
GCF_000469985.fna.gz,hpylori,-,,,,,,,
GCF_000470075.fna.gz,hpylori,-,,,,,,,
GCF_000274425.fna.gz,hpylori,-,,,200,201,,,
GCF_000310005.fna.gz,hpylori,3595,2981,1858,1708,1767,1828,1897,1815
GCF_000345205.fna.gz,hpylori,3608,2991,1871,1721,1781,1841,1911,1829
GCF_000476175.fna.gz,hpylori,504,510,421,510,510,414,511,1547
GCF_000476195.fna.gz,hpylori,579,1599,341,1464,1259,1572,1605,305
GCF_000345845.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000476415.fna.gz,hpylori,501,365,414,415,400,365,371,413
GCF_000196755.fna.gz,hpylori,3020,2654,2628,626,204,2567,2634,2558
GCF_000274025.fna.gz,hpylori,-,,,,,,2382,
GCF_000274085.fna.gz,hpylori,-,,,247,,,,
GCF_000345105.fna.gz,hpylori,3603,2987,2944,1716,1775,1836,1905,1823
GCF_000345245.fna.gz,hpylori,3610,2993,229,1723,1783,1774,1913,1831
GCF_000349465.fna.gz,hpylori,-,,,,,,,
GCF_000392475.fna.gz,hpylori,-,,,,,,,
GCF_000345865.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000475935.fna.gz,hpylori,579,1599,341,1464,1259,1572,1605,305
GCF_000476015.fna.gz,hpylori,509,1602,1573,1467,1497,1550,274,1552
GCF_000604345.fna.gz,hpylori,576,320,1591,1466,303,1569,1624,1568
GCF_000604405.fna.gz,hpylori,585,330,324,324,414,324,992,320
GCF_000185225.fna.gz,hpylori,3049,2691,2663,2439,2468,2609,2669,2590
GCF_000275245.fna.gz,hpylori,-,2390,,1932,,2145,,2152
GCF_000275285.fna.gz,hpylori,-,2123,,,1980,,,
GCF_000345285.fna.gz,hpylori,3612,2995,1860,1725,1785,2886,1915,1833
GCF_000392515.fna.gz,hpylori,-,184,,,,,,
GCF_000401295.fna.gz,hpylori,-,,,2775,2815,3037,,
GCF_000476695.fna.gz,hpylori,589,295,1578,278,280,277,280,280
GCF_000477135.fna.gz,hpylori,593,1617,1592,1484,279,1571,1628,1575
GCF_000345945.fna.gz,hpylori,3614,2997,1877,1729,1774,1848,1919,1815
GCF_000274445.fna.gz,hpylori,-,,,,213,,,
GCF_000476215.fna.gz,hpylori,525,420,420,422,422,1561,1615,1558
GCF_000476735.fna.gz,hpylori,530,510,511,510,510,511,511,515
GCF_000274125.fna.gz,hpylori,-,,2186,,,,,207
GCF_000285095.fna.gz,hpylori,-,221,221,221,221,3032,441,221
GCF_000345305.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000477155.fna.gz,hpylori,508,1601,1572,1466,1496,1549,1607,1551
GCF_000345965.fna.gz,hpylori,3614,2997,1877,1729,1774,1848,1919,1815
GCF_000274485.fna.gz,hpylori,-,3099,,1085,270,,,
GCF_000476135.fna.gz,hpylori,514,295,1578,278,280,294,280,280
GCF_000476755.fna.gz,hpylori,514,295,1578,278,280,294,280,280
GCF_000285155.fna.gz,hpylori,473,227,227,227,430,227,227,227
GCF_000274145.fna.gz,hpylori,-,213,,2618,,,,2517
GCF_000345325.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000345905.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000346025.fna.gz,hpylori,3615,2390,1888,1723,1800,2887,211,1820
GCF_000274505.fna.gz,hpylori,-,,,344,,,,
GCF_000476155.fna.gz,hpylori,509,1602,1573,1467,1497,1550,274,1552
GCF_000476815.fna.gz,hpylori,586,1621,1597,1488,279,1575,288,1573
GCF_000591215.fna.gz,hpylori,2563,2292,2248,2060,2120,2203,2285,2208
GCF_000591235.fna.gz,hpylori,2566,2300,2251,2061,2124,2204,2288,2211
GCF_000285175.fna.gz,hpylori,473,227,227,227,430,227,227,227
GCF_000392535.fna.gz,hpylori,3682,1376,2991,2692,1898,2936,2987,2880
GCF_000345265.fna.gz,hpylori,3611,2994,1873,1724,1784,1843,1914,1832
GCF_000345925.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000346815.fna.gz,hpylori,3622,3003,1885,1738,1797,1846,1892,1843
GCF_000401315.fna.gz,hpylori,-,,,,,,,
GCF_000438475.fna.gz,hpylori,-,,,,,,,
GCF_000275165.fna.gz,hpylori,-,,,344,,,,
GCF_000476675.fna.gz,hpylori,572,512,324,1478,279,513,1620,1564
GCF_000476895.fna.gz,hpylori,503,420,420,422,422,406,1604,841
GCF_000591255.fna.gz,hpylori,2563,2292,2248,2060,2120,2203,2285,2208
GCF_000285235.fna.gz,hpylori,471,225,437,225,225,250,225,225
GCF_000274165.fna.gz,hpylori,-,,,2145,,,,357
GCF_000345345.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000401335.fna.gz,hpylori,-,,,,,,,
GCF_000401375.fna.gz,hpylori,-,,,,,,,
GCF_000345985.fna.gz,hpylori,3614,2997,1877,1729,1774,1848,1919,1815
GCF_000275365.fna.gz,hpylori,-,,1855,,,,,
GCF_000475475.fna.gz,hpylori,512,1605,1576,1470,429,1553,1609,1555
GCF_000475575.fna.gz,hpylori,506,1599,1570,1464,1259,419,1605,1549
GCF_000475595.fna.gz,hpylori,502,330,324,324,414,398,1603,320
GCF_000475655.fna.gz,hpylori,534,304,1586,1476,571,577,1617,1561
GCF_000591275.fna.gz,hpylori,2565,2293,2251,2061,2124,2204,2288,2211
GCF_000285255.fna.gz,hpylori,471,225,437,225,225,250,225,225
GCF_000274185.fna.gz,hpylori,-,,,,1662,,368,
GCF_000345365.fna.gz,hpylori,-,,1874,1726,1786,1845,1916,1834
GCF_000401355.fna.gz,hpylori,3678,3053,2987,2689,2760,2932,2984,38
GCF_000401395.fna.gz,hpylori,-,,,,,,,
GCF_000346005.fna.gz,hpylori,3616,2998,1878,1730,1789,1849,1912,1836
GCF_000274985.fna.gz,hpylori,-,,,,,,,
GCF_000476995.fna.gz,hpylori,526,1608,1584,1474,1502,1562,288,1559
GCF_000477175.fna.gz,hpylori,573,1615,1590,1481,1505,297,1621,1567
GCF_000476975.fna.gz,hpylori,588,1616,280,1483,1506,1570,1631,1567
GCF_000591295.fna.gz,hpylori,2565,2293,2251,2061,2124,2204,2288,2211
GCF_000591315.fna.gz,hpylori,2562,2292,2248,2060,2124,2203,2285,2207
GCF_000274205.fna.gz,hpylori,-,,,,,,,
GCF_000287735.fna.gz,hpylori,2164,2010,1975,1785,1868,1945,2008,1931
GCF_000296095.fna.gz,hpylori,-,,,,,,,
GCF_000345385.fna.gz,hpylori,3613,2996,1876,1728,1788,1847,1918,1818
GCF_000023805.fna.gz,hpylori,-,,,,,,,
GCF_000444175.fna.gz,hpylori,2561,2292,2248,2060,2119,2203,2285,2207
GCF_000444385.fna.gz,hpylori,-,,,,,,,
GCF_000455765.fna.gz,hpylori,-,,1882,1700,1794,1853,1923,1840
GCF_000275005.fna.gz,hpylori,-,,,,,,,
GCF_000444195.fna.gz,hpylori,2566,2300,2251,2061,2124,2204,2288,2211
GCF_000444495.fna.gz,hpylori,3686,3060,2995,2696,2766,2940,2991,2885
GCF_000475455.fna.gz,hpylori,577,1616,280,1483,1506,1570,1625,1567
GCF_000275345.fna.gz,hpylori,-,,,,,,,2043
GCF_000600165.fna.gz,hpylori,3588,1236,1228,827,1189,855,1248,1220
GCF_000345425.fna.gz,hpylori,3615,2390,1888,1723,1800,2887,211,1820
GCF_000438495.fna.gz,hpylori,-,,,,,,,675
GCF_000444305.fna.gz,hpylori,3688,3062,2994,1814,2765,37,1539,2884
GCF_000444725.fna.gz,hpylori,3684,3058,1329,2694,2763,2938,2989,2882
GCF_000477215.fna.gz,hpylori,567,510,511,510,510,511,511,1547
GCF_000591375.fna.gz,hpylori,2561,2292,2248,2060,2119,2203,2285,2207
GCF_000274905.fna.gz,hpylori,3949,3257,3116,2873,2928,3144,3188,221
GCF_000345445.fna.gz,hpylori,3616,2998,1878,1730,1789,1849,1912,1836
GCF_000591355.fna.gz,hpylori,2566,2300,2251,2061,2124,2204,2288,2211
GCF_000600225.fna.gz,hpylori,3591,1236,1228,827,2719,2885,1248,1220
GCF_000185185.fna.gz,hpylori,3030,2663,2639,2420,2448,2583,2641,2565
GCF_000448465.fna.gz,hpylori,-,2914,2872,2600,225,2810,692,
GCF_000274525.fna.gz,hpylori,3950,3258,3180,217,2929,250,3189,3062
GCF_000274745.fna.gz,hpylori,-,,1855,,,,,
GCF_000274805.fna.gz,hpylori,-,,,2023,,,,
GCF_000439295.fna.gz,hpylori,-,,,,,,,
GCF_000444345.fna.gz,hpylori,3680,3055,2989,2690,2632,2934,2986,2878
GCF_000448485.fna.gz,hpylori,-,2915,2873,2601,2655,2811,719,
GCF_000477235.fna.gz,hpylori,507,1600,1571,1465,1495,425,1606,1550
GCF_000600145.fna.gz,hpylori,3587,2977,2941,2653,2717,2883,2941,2838
GCF_000277385.fna.gz,hpylori,3045,2682,2659,1786,179,2605,2658,2587
GCF_000345405.fna.gz,hpylori,3614,2997,1877,1729,1774,1848,1919,1815
GCF_000345525.fna.gz,hpylori,3614,2997,1877,1729,1774,1848,1919,1815
GCF_000307815.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_000444785.fna.gz,hpylori,3683,3057,2992,2693,1031,2937,2988,2881
GCF_000448405.fna.gz,hpylori,3510,2922,2875,2606,210,2817,199,2784
GCF_000451025.fna.gz,hpylori,3682,1376,2991,2692,1898,2936,2987,2880
GCF_000274545.fna.gz,hpylori,3951,3259,3181,1235,2930,3145,3190,3063
GCF_000448425.fna.gz,hpylori,-,2923,2875,,210,2812,,
GCF_000591335.fna.gz,hpylori,2565,2293,2251,2061,2124,2204,2288,2211
GCF_000591395.fna.gz,hpylori,2562,2292,2248,2060,2124,2203,2285,2207
GCF_000274665.fna.gz,hpylori,3667,3042,2976,2360,2748,2923,2971,2867
GCF_000275045.fna.gz,hpylori,-,,,,,,1851,
GCF_000275085.fna.gz,hpylori,-,,,,,,,
GCF_000600045.fna.gz,hpylori,3584,1236,2939,7,2714,855,1248,1220
GCF_000444365.fna.gz,hpylori,3681,3056,2990,2691,2762,2935,26,2879
GCF_000448505.fna.gz,hpylori,-,2916,2874,2602,2656,226,2873,
GCF_000224555.fna.gz,hpylori,3042,2672,2654,2431,2462,2602,2654,2582
GCF_000448445.fna.gz,hpylori,3511,2924,227,227,2661,2818,2879,2785
GCF_000604265.fna.gz,hpylori,524,306,1583,278,278,1560,1614,280
GCF_000345465.fna.gz,hpylori,3617,2999,1883,1736,1795,1854,1924,1841
GCF_000600185.fna.gz,hpylori,3589,2977,2942,2654,2718,2884,2942,2838
GCF_000274245.fna.gz,hpylori,-,,,,823,,,
GCF_000274965.fna.gz,hpylori,-,,,,,,,
GCF_000275025.fna.gz,hpylori,-,,,,,,,
GCF_000275065.fna.gz,hpylori,-,,,,,,,
GCF_000275305.fna.gz,hpylori,-,,,,,,,
GCF_000444745.fna.gz,hpylori,3685,3059,2993,2695,2764,2939,2990,2883
GCF_000451005.fna.gz,hpylori,-,184,,,,,,
GCF_000277405.fna.gz,hpylori,3044,2680,2657,2435,2466,2604,2656,2586
GCF_000497465.fna.gz,hpylori,2335,2109,2076,1919,1995,2041,2115,879
GCF_000345485.fna.gz,hpylori,3618,3000,1879,1731,1790,1846,1920,1837
GCF_000600205.fna.gz,hpylori,3590,2977,2942,2184,2717,2883,2943,2838
GCF_000274265.fna.gz,hpylori,-,,,,282,,,
GCF_000275565.fna.gz,hpylori,-,,,,,,,
GCF_000281675.fna.gz,hpylori,-,3044,2978,2682,2750,2924,2973,
GCF_000274925.fna.gz,hpylori,3947,3256,2729,2871,219,3142,3186,732
GCF_000475435.fna.gz,hpylori,508,1601,1572,1466,1496,1549,1607,1551
GCF_000470135.fna.gz,hpylori,-,,,,,,,
GCF_000270065.fna.gz,hpylori,3038,2669,2419,2170,1125,2598,2649,2366
GCF_000277425.fna.gz,hpylori,3028,2661,2638,2417,2446,2580,2640,2151
GCF_000285075.fna.gz,hpylori,221,221,221,221,221,221,221,221
GCF_000600085.fna.gz,hpylori,3585,1236,1228,827,2715,2882,2939,1220
GCF_000345505.fna.gz,hpylori,3619,3001,1880,1732,1791,1850,199,1832
GCF_000600125.fna.gz,hpylori,3586,2976,2940,2184,2716,1224,2940,2837
GCF_000274305.fna.gz,hpylori,-,,,,,,,
GCF_000275325.fna.gz,hpylori,-,,1849,,1884,,,
GCF_000299775.fna.gz,hpylori,-,,,,,,,
GCF_000345565.fna.gz,hpylori,3599,2336,1852,1703,1761,1774,1891,1810
GCF_000274325.fna.gz,hpylori,-,,413,,201,1803,,
GCF_000274605.fna.gz,hpylori,3954,3260,1754,2445,2932,3148,3192,3066
GCF_000307795.fna.gz,hpylori,181,181,181,181,181,181,181,181
GCF_000345585.fna.gz,hpylori,3577,2978,1853,1656,1762,1823,1892,1811
GCF_000270005.fna.gz,hpylori,3035,2667,2647,2219,2453,2596,2647,2570
GCF_000274845.fna.gz,hpylori,-,,1855,,,,,
GCF_000274645.fna.gz,hpylori,3668,3043,2977,2681,2749,950,2972,2868
GCF_000274285.fna.gz,hpylori,-,,,200,201,1803,,
GCF_000345605.fna.gz,hpylori,3592,2979,1854,1704,1763,1824,1893,1812
GCF_000255955.fna.gz,hpylori,3048,2690,2662,2438,2467,2608,2660,2589
GCF_000274885.fna.gz,hpylori,-,,,,,,,
GCF_000274825.fna.gz,hpylori,-,213,,2384,,213,,2517
GCF_000274345.fna.gz,hpylori,-,,,200,,,,
GCF_000256035.fna.gz,hpylori,-,,,2771,,,3066,
GCF_000274945.fna.gz,hpylori,3948,2915,3179,2872,219,3143,3187,3061
GCF_000274625.fna.gz,hpylori,3955,3261,3184,2770,2933,3033,3065,2958
GCF_000275405.fna.gz,hpylori,-,,,,,,,
GCF_000296115.fna.gz,hpylori,-,,,,,,,
GCF_000299715.fna.gz,hpylori,-,,1084,,,,,
GCF_000224575.fna.gz,hpylori,3031,2664,2640,187,2449,2587,2642,2566
GCF_000345545.fna.gz,hpylori,3620,2390,1881,2655,368,1851,1921,1838
GCF_000296135.fna.gz,hpylori,-,,,2776,42,3038,3072,
GCF_000299735.fna.gz,hpylori,-,,,,101,,641,
GCF_000274565.fna.gz,hpylori,3952,226,3182,219,219,3146,226,3064
GCF_000274585.fna.gz,hpylori,3953,226,3183,219,2931,3147,3191,3065
GCF_000299695.fna.gz,hpylori,-,,,292,,,278,643
GCF_000299755.fna.gz,hpylori,-,,,573,,,,
