Genome,Scheme,ST,dnaE,pntA,pyrC,recA,tnaA,gyrB,dtdS
GCF_000491055.fna.gz,vparahaemolyticus,143,95,74,89,93,70,119,106
GCF_000491695.fna.gz,vparahaemolyticus,566,31,144,214,207,108,277,238
GCF_000491915.fna.gz,vparahaemolyticus,91,35,29,5,16,42,4,50
GCF_000454265.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000489775.fna.gz,vparahaemolyticus,527,43,37,40,107,33,41,42
GCF_000489895.fna.gz,vparahaemolyticus,-,5,10,,299,158,280,240
GCF_000490415.fna.gz,vparahaemolyticus,-,35,28,186,356,27,20,29
GCF_000489175.fna.gz,vparahaemolyticus,1010,82,151,27,25,48,168,91
GCF_000491035.fna.gz,vparahaemolyticus,-,60,50,118,,2,116,135
GCF_000491675.fna.gz,vparahaemolyticus,1015,100,30,37,65,51,386,148
GCF_000491935.fna.gz,vparahaemolyticus,-,35,29,,16,42,4,50
GCF_000489755.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490395.fna.gz,vparahaemolyticus,-,,24,93,6,81,118,19
GCF_000490555.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000477475.fna.gz,vparahaemolyticus,65,39,3,37,27,30,9,39
GCF_000489155.fna.gz,vparahaemolyticus,1011,217,23,95,31,94,195,19
GCF_000489235.fna.gz,vparahaemolyticus,595,80,114,224,25,55,153,243
GCF_000491015.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490375.fna.gz,vparahaemolyticus,324,20,7,3,15,5,25,13
GCF_000519385.fna.gz,vparahaemolyticus,34,20,7,11,15,5,25,13
GCF_000522025.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490995.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000877565.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000877765.fna.gz,vparahaemolyticus,417,3,116,167,167,33,111,188
GCF_000491655.fna.gz,vparahaemolyticus,17,13,28,27,19,21,10,27
GCF_000489135.fna.gz,vparahaemolyticus,490,118,50,184,72,54,253,76
GCF_000490355.fna.gz,vparahaemolyticus,43,23,14,24,10,2,29,7
GCF_000525005.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490975.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000877685.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000491635.fna.gz,vparahaemolyticus,17,13,28,27,19,21,10,27
GCF_000489115.fna.gz,vparahaemolyticus,627,218,26,233,180,68,2,29
GCF_000519405.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000490335.fna.gz,vparahaemolyticus,50,29,20,22,22,25,5,12
GCF_000489735.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490955.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491195.fna.gz,vparahaemolyticus,-,28,63,,82,1,4,440
GCF_000491615.fna.gz,vparahaemolyticus,332,14,4,37,141,13,30,78
GCF_000877615.fna.gz,vparahaemolyticus,65,39,3,37,27,30,9,39
GCF_000489095.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000516875.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000522005.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490315.fna.gz,vparahaemolyticus,325,60,26,69,123,61,104,47
GCF_000489715.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490935.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491215.fna.gz,vparahaemolyticus,-,86,26,,35,15,117,19
GCF_000878565.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000491595.fna.gz,vparahaemolyticus,810,28,26,177,116,61,144,138
GCF_000489075.fna.gz,vparahaemolyticus,288,3,31,128,60,26,25,144
GCF_000490295.fna.gz,vparahaemolyticus,-,197,10,18,25,,,234
GCF_000490575.fna.gz,vparahaemolyticus,-,3,29,,19,22,4,4
GCF_000593305.fna.gz,vparahaemolyticus,1567,42,60,85,80,20,1,27
GCF_000489695.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490915.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000877595.fna.gz,vparahaemolyticus,417,3,116,167,167,33,111,188
GCF_000491575.fna.gz,vparahaemolyticus,189,11,26,48,3,26,48,48
GCF_000489055.fna.gz,vparahaemolyticus,550,5,46,10,31,57,147,229
GCF_000558925.fna.gz,vparahaemolyticus,307,20,7,11,15,4,179,6
GCF_000489675.fna.gz,vparahaemolyticus,154,35,49,46,63,26,50,27
GCF_000490275.fna.gz,vparahaemolyticus,-,197,10,18,25,151,,234
GCF_000490895.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491235.fna.gz,vparahaemolyticus,-,5,69,5,21,26,437,447
GCF_000491555.fna.gz,vparahaemolyticus,189,11,26,48,3,26,48,48
GCF_000489035.fna.gz,vparahaemolyticus,289,106,2,11,34,68,109,50
GCF_000519365.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490875.fna.gz,vparahaemolyticus,-,3,,4,19,22,4,4
GCF_000489655.fna.gz,vparahaemolyticus,-,302,255,52,,26,272,263
GCF_000490255.fna.gz,vparahaemolyticus,326,28,61,49,44,38,28,46
GCF_000490595.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491535.fna.gz,vparahaemolyticus,1016,28,63,69,276,1,4,88
GCF_000500525.fna.gz,vparahaemolyticus,937,28,63,69,64,26,4,88
GCF_000500545.fna.gz,vparahaemolyticus,396,9,2,46,165,1,213,185
GCF_000524535.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000489635.fna.gz,vparahaemolyticus,-,24,18,279,307,54,212,334
GCF_000490235.fna.gz,vparahaemolyticus,83,5,17,25,27,40,52,13
GCF_000490855.fna.gz,vparahaemolyticus,-,3,,4,19,22,4,4
GCF_000491255.fna.gz,vparahaemolyticus,-,31,3,,,68,115,12
GCF_000491515.fna.gz,vparahaemolyticus,8,28,63,69,82,1,4,88
GCF_000500405.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000454245.fna.gz,vparahaemolyticus,479,186,4,18,181,132,252,29
GCF_000490835.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490215.fna.gz,vparahaemolyticus,83,5,17,25,27,40,52,13
GCF_000489615.fna.gz,vparahaemolyticus,1008,112,61,5,187,47,25,47
GCF_000491495.fna.gz,vparahaemolyticus,8,28,63,69,82,1,4,88
GCF_000491975.fna.gz,vparahaemolyticus,91,35,29,5,16,42,4,50
GCF_000500425.fna.gz,vparahaemolyticus,332,14,4,37,141,13,30,78
GCF_000454205.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000491475.fna.gz,vparahaemolyticus,8,28,63,69,82,1,4,88
GCF_000490815.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490195.fna.gz,vparahaemolyticus,1,5,17,25,27,10,52,13
GCF_000489595.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000500485.fna.gz,vparahaemolyticus,2165,337,2,3,199,20,106,331
GCF_000522045.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000490175.fna.gz,vparahaemolyticus,83,5,17,25,27,40,52,13
GCF_000491455.fna.gz,vparahaemolyticus,8,28,63,69,82,1,4,88
GCF_000491995.fna.gz,vparahaemolyticus,91,35,29,5,16,42,4,50
GCF_000490795.fna.gz,vparahaemolyticus,332,14,4,37,141,13,30,78
GCF_000489575.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000500755.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000582905.fna.gz,vparahaemolyticus,-,11,29,52,16,,4,
GCF_000454165.fna.gz,vparahaemolyticus,631,222,46,236,21,12,128,69
GCF_000558885.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491435.fna.gz,vparahaemolyticus,-,21,23,21,1,16,15,
GCF_000490155.fna.gz,vparahaemolyticus,83,5,17,25,27,40,52,13
GCF_000490775.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491275.fna.gz,vparahaemolyticus,-,105,19,,123,47,156,127
GCF_000315135.fna.gz,vparahaemolyticus,2481,44,28,268,252,193,106,126
GCF_000489555.fna.gz,vparahaemolyticus,-,320,28,11,89,57,448,177
GCF_000489915.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000500505.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000591495.fna.gz,vparahaemolyticus,413,47,28,46,166,121,8,19
GCF_000454145.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000571915.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491415.fna.gz,vparahaemolyticus,59,36,23,21,1,16,15,25
GCF_000490135.fna.gz,vparahaemolyticus,-,,116,355,167,33,111,188
GCF_000490755.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000491295.fna.gz,vparahaemolyticus,262,105,19,12,123,47,156,127
GCF_000489535.fna.gz,vparahaemolyticus,12,9,4,10,15,26,21,13
GCF_000706825.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000707605.fna.gz,vparahaemolyticus,34,20,7,11,15,5,25,13
GCF_000510605.fna.gz,vparahaemolyticus,131,33,28,11,96,9,104,103
GCF_000454455.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000591455.fna.gz,vparahaemolyticus,114,55,18,58,31,46,15,55
GCF_000491395.fna.gz,vparahaemolyticus,321,12,58,78,84,33,101,91
GCF_000491955.fna.gz,vparahaemolyticus,-,35,29,5,16,42,4,
GCF_000490115.fna.gz,vparahaemolyticus,934,126,50,297,25,33,368,333
GCF_000490735.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000489515.fna.gz,vparahaemolyticus,-,382,31,212,61,54,136,180
GCF_000591515.fna.gz,vparahaemolyticus,-,232,160,32,,36,323,283
GCF_000593325.fna.gz,vparahaemolyticus,1013,60,43,63,4,23,284,53
GCF_000182365.fna.gz,vparahaemolyticus,-,35,29,,16,42,4,50
GCF_000491375.fna.gz,vparahaemolyticus,546,84,139,37,19,144,149,46
GCF_000490095.fna.gz,vparahaemolyticus,262,105,19,12,123,47,156,127
GCF_000490715.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000493225.fna.gz,vparahaemolyticus,217,80,37,95,111,69,88,109
GCF_000489495.fna.gz,vparahaemolyticus,-,5,4,41,,155,564,116
GCF_000489255.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000492035.fna.gz,vparahaemolyticus,96,35,29,66,16,42,4,50
GCF_000182385.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490075.fna.gz,vparahaemolyticus,-,3,114,,36,26,40,41
GCF_000490695.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000492075.fna.gz,vparahaemolyticus,216,98,77,97,112,26,135,107
GCF_000489475.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000591535.fna.gz,vparahaemolyticus,-,,,,,,,
GCF_000593345.fna.gz,vparahaemolyticus,6,4,18,9,11,23,13,38
GCF_000491355.fna.gz,vparahaemolyticus,478,185,26,18,73,37,226,19
GCF_000182465.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490675.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490055.fna.gz,vparahaemolyticus,224,28,18,69,82,79,83,117
GCF_000492095.fna.gz,vparahaemolyticus,1014,205,23,95,89,26,385,76
GCF_000489455.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000591555.fna.gz,vparahaemolyticus,977,26,23,5,91,26,212,69
GCF_000593365.fna.gz,vparahaemolyticus,-,25,,,13,,322,
GCF_000491335.fna.gz,vparahaemolyticus,478,185,26,18,73,37,226,19
GCF_000195415.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000490655.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490035.fna.gz,vparahaemolyticus,327,102,43,63,4,23,67,79
GCF_000492055.fna.gz,vparahaemolyticus,91,35,29,5,16,42,4,50
GCF_000489435.fna.gz,vparahaemolyticus,547,84,4,203,202,145,268,227
GCF_000489015.fna.gz,vparahaemolyticus,1012,175,31,207,204,135,113,230
GCF_000593285.fna.gz,vparahaemolyticus,-,3,29,4,19,22,4,
GCF_000701045.fna.gz,vparahaemolyticus,2516,11,26,48,107,26,48,48
GCF_000196095.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000490635.fna.gz,vparahaemolyticus,-,3,,4,19,22,4,
GCF_000490015.fna.gz,vparahaemolyticus,934,126,50,297,25,33,368,333
GCF_000492015.fna.gz,vparahaemolyticus,91,35,29,5,16,42,4,50
GCF_000489415.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000707625.fna.gz,vparahaemolyticus,36,21,23,21,1,16,15,23
GCF_000491315.fna.gz,vparahaemolyticus,1017,3,116,310,167,33,111,188
GCF_000490615.fna.gz,vparahaemolyticus,3,3,29,4,19,22,4,4
GCF_000347495.fna.gz,vparahaemolyticus,808,69,46,111,119,12,87,117
GCF_000489275.fna.gz,vparahaemolyticus,329,28,23,105,125,79,137,78
GCF_000489295.fna.gz,vparahaemolyticus,1009,264,184,3,67,132,217,46
GCF_000489315.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000489335.fna.gz,vparahaemolyticus,1009,264,184,3,67,132,217,46
GCF_000489355.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000489375.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000489395.fna.gz,vparahaemolyticus,419,26,11,168,168,122,220,159
GCF_000489935.fna.gz,vparahaemolyticus,131,33,28,11,96,9,104,103
GCF_000489955.fna.gz,vparahaemolyticus,331,147,26,18,127,23,181,69
GCF_000489975.fna.gz,vparahaemolyticus,217,80,37,95,111,69,88,109
GCF_000489995.fna.gz,vparahaemolyticus,217,80,37,95,111,69,88,109
