Genome,Scheme,ST,ddl,gdh,atpA,gyd,adk,pstS,purK
GCF_016642835.fna.gz,efaecium,-,4,12,5,2,5,1,
GCF_016642885.fna.gz,efaecium,-,4,12,5,2,5,1,
GCF_016642905.fna.gz,efaecium,1332,4,10,14,1,5,1,6
GCF_016642925.fna.gz,efaecium,1449,4,12,40,1,5,116,9
GCF_016642935.fna.gz,efaecium,545,4,12,14,1,5,1,6
GCF_016642945.fna.gz,efaecium,1311,4,12,5,2,5,1,9
GCF_016642985.fna.gz,efaecium,1449,4,12,40,1,5,116,9
GCF_016643005.fna.gz,efaecium,-,4,12,8,1,5,1,
GCF_016643015.fna.gz,efaecium,-,4,12,8,1,5,1,
GCF_016643025.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_016643045.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_016643075.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_016649015.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649025.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649055.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649075.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649085.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649105.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016649135.fna.gz,efaecium,536,3,1,58,1,1,1,2
GCF_016649175.fna.gz,efaecium,536,3,1,58,1,1,1,2
GCF_016649215.fna.gz,efaecium,-,6,14,,3,2,,
GCF_016743855.fna.gz,efaecium,868,5,1,4,1,1,92,6
GCF_016758095.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_016864255.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_017315995.fna.gz,efaecium,-,,,,39,,,
GCF_017583085.fna.gz,efaecium,-,3,1,4,1,1,,2
GCF_017584065.fna.gz,efaecium,796,1,1,4,1,1,20,1
GCF_017603725.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017639605.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017641685.fna.gz,efaecium,907,1,1,9,1,1,1,2
GCF_017642125.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017642135.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017812035.fna.gz,efaecium,867,7,3,3,1,1,1,73
GCF_017815655.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017815675.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017815695.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017897965.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017898005.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_017898025.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018070615.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018070705.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_018070725.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018070765.fna.gz,efaecium,-,1,1,9,12,1,,1
GCF_018070785.fna.gz,efaecium,-,1,1,9,12,1,,1
GCF_018070805.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018070825.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018070845.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018070855.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018070885.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_018070905.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018070925.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018070945.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018070965.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_018219285.fna.gz,efaecium,59,4,10,14,1,5,15,6
GCF_018219305.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_018219345.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_018296025.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_018499785.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_018516925.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018517045.fna.gz,efaecium,168,5,1,14,1,1,1,1
GCF_018517065.fna.gz,efaecium,324,1,1,5,1,1,1,2
GCF_018517105.fna.gz,efaecium,323,1,1,5,1,1,1,1
GCF_018531525.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_018531555.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_018531605.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_019042295.fna.gz,efaecium,442,1,1,5,6,1,1,2
GCF_019175445.fna.gz,efaecium,2036,3,6,5,2,1,20,139
GCF_019186625.fna.gz,efaecium,1486,64,1,9,1,1,1,1
GCF_019186715.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_019308345.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019308425.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019356355.fna.gz,efaecium,-,1,1,10,1,1,1,1
GCF_019456505.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_019456555.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_019456595.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_900066025.fna.gz,efaecium,54,9,6,2,1,1,11,6
GCF_900080025.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080045.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080065.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900080085.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900080105.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900092475.fna.gz,efaecium,796,1,1,4,1,1,20,1
GCF_900143345.fna.gz,efaecium,672,4,1,9,21,5,20,9
GCF_900143385.fna.gz,efaecium,-,8,8,11,10,6,27,8
GCF_900148565.fna.gz,efaecium,672,4,1,9,21,5,20,9
GCF_900148665.fna.gz,efaecium,59,4,10,14,1,5,15,6
GCF_900148725.fna.gz,efaecium,-,8,8,11,10,6,27,8
GCF_900178555.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178575.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178595.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178615.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178635.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178655.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900178675.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178695.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178715.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178735.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178755.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178775.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900178795.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_018219325.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_018279145.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_018397465.fna.gz,efaecium,1615,3,1,13,6,1,27,2
GCF_018516845.fna.gz,efaecium,1676,4,8,57,1,5,2,3
GCF_018517085.fna.gz,efaecium,650,5,1,5,1,5,1,3
GCF_018517185.fna.gz,efaecium,1586,1,1,7,5,1,16,1
GCF_018531545.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018531585.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018531625.fna.gz,efaecium,-,1,1,9,,1,1,1
GCF_018531635.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_018531665.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_018531675.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_018531705.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_018784845.fna.gz,efaecium,-,3,1,2,1,1,10,2
GCF_019175425.fna.gz,efaecium,957,1,1,5,45,1,11,2
GCF_019175465.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_019175525.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_019186585.fna.gz,efaecium,1486,64,1,9,1,1,1,1
GCF_019186655.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019308325.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_019308405.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019308445.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019308465.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_019308475.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_019308505.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_019352535.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_019352555.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_019352575.fna.gz,efaecium,564,3,1,15,1,1,1,1
GCF_019352585.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_019352615.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_019352635.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_019352655.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_019352675.fna.gz,efaecium,1091,2,1,5,1,1,16,3
GCF_019352685.fna.gz,efaecium,1263,1,1,7,5,1,59,1
GCF_019352705.fna.gz,efaecium,264,4,6,5,2,8,1,6
GCF_019352755.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_019456485.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_019456525.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_019456575.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_900044005.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080015.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900080035.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080055.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080075.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900080095.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900080115.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900143335.fna.gz,efaecium,-,6,4,13,11,2,10,4
GCF_900143355.fna.gz,efaecium,59,4,10,14,1,5,15,6
GCF_900143455.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_900148595.fna.gz,efaecium,-,6,4,13,11,2,10,4
GCF_900148705.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_900166945.fna.gz,efaecium,-,,9,,56,6,29,
GCF_900178565.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_900178585.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178605.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178625.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178645.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178665.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178685.fna.gz,efaecium,1454,1,1,9,12,1,132,1
GCF_900178705.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178725.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178745.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178765.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178785.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178805.fna.gz,efaecium,1454,1,1,9,12,1,132,1
GCF_900178815.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178825.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178835.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178845.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178855.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178865.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178875.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178885.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178895.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178905.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178915.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178925.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178935.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178945.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178955.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900178965.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900178975.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178985.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900178995.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_900179005.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179015.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179025.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179035.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179045.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179055.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900179065.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179075.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179085.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900179095.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179105.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179115.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_900179125.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179135.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179145.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179155.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179165.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179175.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179185.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179195.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179205.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179215.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179225.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900179235.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900179245.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179255.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179265.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179275.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179285.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900179295.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900179305.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179315.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179325.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179335.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900179345.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900179355.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179365.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179375.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179385.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179395.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179405.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179415.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179425.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179435.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_900179445.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179455.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179465.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179475.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179485.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179495.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179505.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179515.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900179525.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179535.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179545.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179555.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179565.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179575.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179585.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179595.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179605.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179615.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179625.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179635.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179645.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179655.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179665.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179675.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179685.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179695.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179705.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179715.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179725.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179735.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179745.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179755.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179765.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179775.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179785.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900179795.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179805.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179815.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179825.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179835.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179845.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179855.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179865.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179875.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179885.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179895.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179905.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179915.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900179925.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179935.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179945.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179955.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179965.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179975.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179985.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900179995.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180005.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180015.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180025.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180035.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180045.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180055.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180065.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180075.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180085.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180095.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180105.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180115.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180125.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180135.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180145.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180155.fna.gz,efaecium,262,1,1,7,5,1,7,1
GCF_900180165.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180175.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900180185.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180195.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180205.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180215.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180225.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180235.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180245.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180255.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180265.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180275.fna.gz,efaecium,1454,1,1,9,12,1,132,1
GCF_900180285.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180295.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180305.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180315.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180325.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180455.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900180465.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900302715.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302725.fna.gz,efaecium,-,,1,1,1,1,,1
GCF_900302735.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302765.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302775.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302785.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302795.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302805.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302815.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302825.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302835.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302845.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302855.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302865.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302875.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302885.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302895.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302905.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302915.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302925.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302935.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302945.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302955.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302965.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302975.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302985.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900302995.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303005.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303015.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303025.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303035.fna.gz,efaecium,-,87,1,1,1,1,,1
GCF_900303045.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303055.fna.gz,efaecium,-,87,1,1,1,1,,1
GCF_900303065.fna.gz,efaecium,-,,1,1,1,1,,1
GCF_900303075.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303085.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303095.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303105.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303115.fna.gz,efaecium,-,87,1,1,1,1,,1
GCF_900303125.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303135.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303145.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303155.fna.gz,efaecium,-,1,1,1,1,1,,
GCF_900303165.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303175.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303185.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303195.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900303295.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900332125.fna.gz,efaecium,-,1,1,1,1,1,,1
GCF_900447735.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_900447785.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_900447875.fna.gz,efaecium,-,,,,,1,7,1
GCF_900447945.fna.gz,efaecium,71,3,1,15,1,1,1,2
GCF_900448025.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900448035.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900634805.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_900635365.fna.gz,efaecium,21,3,1,9,1,1,1,2
GCF_900635415.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900637035.fna.gz,efaecium,1034,4,12,9,1,5,7,9
GCF_900638765.fna.gz,efaecium,1141,2,12,21,1,5,2,9
GCF_900638775.fna.gz,efaecium,310,2,1,9,22,1,7,6
GCF_900638785.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900638805.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900638815.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_900638825.fna.gz,efaecium,398,1,6,15,1,1,7,1
GCF_900639335.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900639345.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900639355.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900639365.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900639385.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900639395.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900639405.fna.gz,efaecium,456,1,1,5,1,1,57,2
GCF_900639415.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900639425.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_900639445.fna.gz,efaecium,282,1,1,7,5,1,20,1
GCF_900639455.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639465.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639475.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_900639485.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_900639495.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900639505.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639515.fna.gz,efaecium,192,1,1,15,1,1,7,1
