Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_001827745.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001555535.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_000960815.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000727995.fna.gz,lmonocytogenes,323,1,11,2,34,15,3,12
GCF_001760145.fna.gz,lmonocytogenes,1191,385,21,113,20,83,25,182
GCF_001760155.fna.gz,lmonocytogenes,1259,405,215,188,226,268,169,30
GCF_000726395.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001583015.fna.gz,lmonocytogenes,1331,429,8,6,7,276,177,49
GCF_001583025.fna.gz,lmonocytogenes,1331,429,8,6,7,276,177,49
GCF_001908335.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001911415.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001711695.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001825825.fna.gz,lmonocytogenes,1215,1,1,5,1,3,7,9
GCF_001825855.fna.gz,lmonocytogenes,184,4,8,1,167,4,5,10
GCF_001564875.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001564895.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_001709395.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001761125.fna.gz,lmonocytogenes,219,5,9,3,1,1,2,2
GCF_001761135.fna.gz,lmonocytogenes,570,7,8,1,5,18,1,5
GCF_001709825.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_001752105.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001752125.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_001827435.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001827455.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_001759835.fna.gz,lmonocytogenes,267,113,42,25,40,52,32,30
GCF_001760475.fna.gz,lmonocytogenes,394,2,17,6,5,21,39,5
GCF_001760495.fna.gz,lmonocytogenes,376,2,3,1,5,6,1,5
GCF_001565555.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001565575.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001710425.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_001758905.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001758915.fna.gz,lmonocytogenes,1323,410,218,194,228,204,175,141
GCF_001828095.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001828135.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_001482095.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_000729305.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001685215.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001708675.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001489075.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001759465.fna.gz,lmonocytogenes,261,107,41,24,37,46,27,30
GCF_001759505.fna.gz,lmonocytogenes,262,108,42,25,38,47,28,31
GCF_001710755.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001302395.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_000728645.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001468565.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001481805.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_000727725.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001760735.fna.gz,lmonocytogenes,1074,1,4,2,11,43,69,1
GCF_001760765.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001565215.fna.gz,lmonocytogenes,196,27,10,1,7,6,1,14
GCF_001565255.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001583275.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_001583285.fna.gz,lmonocytogenes,1333,2,15,1,7,6,178,6
GCF_001711035.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001710095.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001564515.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001564535.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_000729625.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_001712405.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001720925.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001463995.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001711425.fna.gz,lmonocytogenes,397,5,12,3,1,1,2,2
GCF_001711465.fna.gz,lmonocytogenes,1025,3,175,1,5,29,5,6
GCF_000727385.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000008285.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001712135.fna.gz,lmonocytogenes,296,1,12,4,12,61,3,12
GCF_000726705.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000729015.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000729055.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_000808135.fna.gz,lmonocytogenes,177,26,17,1,5,20,1,10
GCF_000814555.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_001047715.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001188655.fna.gz,lmonocytogenes,202,73,22,12,19,25,15,17
GCF_001826505.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000726075.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001751705.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001751765.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001494575.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001495075.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001827225.fna.gz,lmonocytogenes,1205,392,15,1,9,6,8,10
GCF_001555575.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_000728275.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001577875.fna.gz,lmonocytogenes,368,2,59,1,7,68,38,48
GCF_001577885.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001827775.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_001827795.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001496955.fna.gz,lmonocytogenes,-,242,40,16,26,110,,21
GCF_001497315.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_000970525.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001826135.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001826155.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001761165.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_000728015.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001583055.fna.gz,lmonocytogenes,1328,26,6,1,5,6,8,10
GCF_001583065.fna.gz,lmonocytogenes,788,2,5,1,5,21,6,8
GCF_000726425.fna.gz,lmonocytogenes,323,1,11,2,34,15,3,12
GCF_001825865.fna.gz,lmonocytogenes,1080,151,17,85,7,6,1,5
GCF_001825895.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_001751505.fna.gz,lmonocytogenes,379,1,4,5,2,3,3,1
GCF_001709445.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001913195.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001922515.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001709835.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001752145.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001752155.fna.gz,lmonocytogenes,557,157,64,55,27,74,22,54
GCF_001711725.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_001827465.fna.gz,lmonocytogenes,1000,1,135,4,172,3,3,9
GCF_001827495.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001759865.fna.gz,lmonocytogenes,1067,111,193,160,116,243,89,33
GCF_001760525.fna.gz,lmonocytogenes,16,2,2,1,5,7,5,6
GCF_001760545.fna.gz,lmonocytogenes,370,3,3,41,53,67,13,13
GCF_001565595.fna.gz,lmonocytogenes,622,4,6,1,100,4,1,5
GCF_001565615.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001632225.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_001710445.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001710455.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001758935.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_001758945.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_000729325.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001708685.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_001708705.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_000728665.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001489195.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001489235.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001760175.fna.gz,lmonocytogenes,1192,386,42,25,40,52,32,30
GCF_001760205.fna.gz,lmonocytogenes,1140,355,99,150,189,225,32,159
GCF_001710785.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_001317555.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000727735.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001481815.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001481825.fna.gz,lmonocytogenes,1327,236,11,5,1,11,2,1
GCF_001565275.fna.gz,lmonocytogenes,621,2,10,1,99,6,1,6
GCF_001565295.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001760775.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001760805.fna.gz,lmonocytogenes,388,1,12,5,3,70,2,1
GCF_001583315.fna.gz,lmonocytogenes,912,2,10,1,5,173,13,47
GCF_001583335.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_001710135.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001564555.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001564575.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_001492155.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001492475.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001826765.fna.gz,lmonocytogenes,551,3,88,1,5,29,5,6
GCF_000729645.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_001746875.fna.gz,lmonocytogenes,48,28,11,5,1,11,2,1
GCF_001746885.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001711055.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001465135.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001711475.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_001711505.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000814545.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_000727395.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001712115.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_001712155.fna.gz,lmonocytogenes,296,1,12,4,12,61,3,12
GCF_000726725.fna.gz,lmonocytogenes,323,1,11,2,34,15,3,12
GCF_001188025.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001188045.fna.gz,lmonocytogenes,288,1,11,2,34,15,3,39
GCF_000729045.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000727045.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001826495.fna.gz,lmonocytogenes,207,2,10,1,7,41,5,27
GCF_001826535.fna.gz,lmonocytogenes,1178,90,11,7,187,3,3,1
GCF_001751745.fna.gz,lmonocytogenes,563,227,92,73,84,101,59,75
GCF_001494975.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000726105.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001827215.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001827255.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_001555585.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001759155.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_001759185.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_000021185.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_000728305.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001577935.fna.gz,lmonocytogenes,388,1,12,5,3,70,2,1
GCF_001577955.fna.gz,lmonocytogenes,1329,3,140,1,53,18,1,46
GCF_001497565.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000972995.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_001826165.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001826215.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_000728045.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001583095.fna.gz,lmonocytogenes,1332,312,17,1,5,6,1,197
GCF_001583105.fna.gz,lmonocytogenes,1039,1,12,5,1,3,2,18
GCF_001761175.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001761205.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_001825905.fna.gz,lmonocytogenes,573,7,8,1,7,105,6,6
GCF_001825945.fna.gz,lmonocytogenes,378,24,19,1,7,6,1,49
GCF_001759545.fna.gz,lmonocytogenes,1066,2,8,103,7,242,5,49
GCF_001937955.fna.gz,lmonocytogenes,194,1,27,5,3,3,4,18
GCF_001952735.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001827815.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001709455.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001709845.fna.gz,lmonocytogenes,230,26,15,1,5,6,8,10
GCF_001709885.fna.gz,lmonocytogenes,67,9,11,5,1,11,2,1
GCF_001565635.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001565655.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_001710465.fna.gz,lmonocytogenes,361,2,18,6,5,21,39,5
GCF_001827505.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_001827535.fna.gz,lmonocytogenes,1079,1,12,162,2,43,2,2
GCF_000726445.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001759885.fna.gz,lmonocytogenes,1068,26,3,1,5,6,150,10
GCF_001759905.fna.gz,lmonocytogenes,268,114,45,30,43,53,33,35
GCF_001760565.fna.gz,lmonocytogenes,563,227,92,73,84,101,59,75
GCF_001760575.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_001758985.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001482115.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001760225.fna.gz,lmonocytogenes,1193,387,13,174,127,146,89,33
GCF_001760235.fna.gz,lmonocytogenes,1194,388,204,28,116,253,34,33
GCF_001828155.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001828165.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_001711735.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_000729345.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001342195.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001399895.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_001708755.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001708765.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001710805.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001710815.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001752175.fna.gz,lmonocytogenes,801,1,4,4,52,1,3,1
GCF_001489375.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_001481875.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_000727755.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000728675.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000728685.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001565315.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001565335.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_001652935.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_001658145.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_001760815.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_001760845.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001710165.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001564595.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001564615.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_001492715.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001826795.fna.gz,lmonocytogenes,391,2,62,1,7,28,5,6
GCF_001826815.fna.gz,lmonocytogenes,371,2,56,1,7,6,1,6
GCF_000729665.fna.gz,lmonocytogenes,1330,1,11,7,2,275,3,1
GCF_001749845.fna.gz,lmonocytogenes,1065,3,10,1,7,6,1,171
GCF_001749855.fna.gz,lmonocytogenes,107,41,5,1,5,7,6,8
GCF_001711085.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001711525.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001711535.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001466015.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_000814565.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_000726765.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001257495.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001257505.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_000727405.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001826555.fna.gz,lmonocytogenes,1179,379,12,2,11,38,3,3
GCF_001826565.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_000438705.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_000726125.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000726145.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001555605.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001555655.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001751775.fna.gz,lmonocytogenes,201,79,22,12,19,25,15,17
GCF_001751785.fna.gz,lmonocytogenes,389,1,12,5,52,71,2,1
GCF_000729075.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001712185.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001712195.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001495255.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000728325.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001827275.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001827295.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000973005.fna.gz,lmonocytogenes,21,6,3,1,7,10,5,7
GCF_001759515.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001759555.fna.gz,lmonocytogenes,263,109,35,26,39,48,29,32
GCF_001577945.fna.gz,lmonocytogenes,388,1,12,5,3,70,2,1
GCF_001577965.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_001825935.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001497635.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001827805.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001827855.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001709465.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001826185.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001826235.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001710485.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_000727065.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001564915.fna.gz,lmonocytogenes,386,94,12,42,11,38,3,3
GCF_001564935.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_001709895.fna.gz,lmonocytogenes,375,96,13,6,7,8,1,6
GCF_001565695.fna.gz,lmonocytogenes,553,225,11,5,1,11,2,1
GCF_001583395.fna.gz,lmonocytogenes,1082,6,17,1,93,212,1,15
GCF_001760615.fna.gz,lmonocytogenes,226,96,17,1,7,6,1,10
GCF_001827545.fna.gz,lmonocytogenes,222,2,15,14,21,8,6,6
GCF_001827585.fna.gz,lmonocytogenes,736,1,4,5,11,16,2,96
GCF_001759915.fna.gz,lmonocytogenes,269,115,46,28,41,54,34,36
GCF_001828195.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001828235.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_001583355.fna.gz,lmonocytogenes,1329,3,140,1,53,18,1,46
GCF_001586295.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_001760285.fna.gz,lmonocytogenes,1196,246,205,28,41,144,70,33
GCF_000729405.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_001758995.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_001759025.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001711745.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001710845.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_001399905.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001708775.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_001708795.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001952755.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_001952775.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_001565355.fna.gz,lmonocytogenes,77,1,11,2,11,15,3,9
GCF_001565375.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_001489795.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001489875.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_001760855.fna.gz,lmonocytogenes,1207,105,9,5,3,3,3,9
GCF_001752205.fna.gz,lmonocytogenes,203,34,38,20,32,27,25,11
GCF_001749885.fna.gz,lmonocytogenes,564,228,91,38,67,102,60,76
GCF_001564635.fna.gz,lmonocytogenes,615,12,9,5,3,3,3,9
GCF_001564655.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_001658155.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_000729685.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001492755.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_001492855.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001257515.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001482135.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001482155.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_001711105.fna.gz,lmonocytogenes,194,1,27,5,3,3,4,18
GCF_001711125.fna.gz,lmonocytogenes,-,,15,1,7,6,5,6
GCF_000728725.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001466025.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001466035.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_000728055.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_000814575.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_000814625.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_000726775.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000727445.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_000727465.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001751825.fna.gz,lmonocytogenes,437,167,67,49,63,79,44,59
GCF_001751845.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_000438725.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_001826595.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_001826615.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001557595.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_000726155.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_000729095.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_000729125.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_000726465.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_001495355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001495455.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001712205.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_001712215.fna.gz,lmonocytogenes,120,3,2,1,5,29,5,6
GCF_001825975.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_001825985.fna.gz,lmonocytogenes,1216,2,10,1,7,6,1,10
GCF_000728345.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_001583125.fna.gz,lmonocytogenes,1039,1,12,5,1,3,2,18
GCF_001583175.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001497715.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_001827305.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_001827615.fna.gz,lmonocytogenes,13,8,17,1,7,6,10,6
GCF_000974345.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001565675.fna.gz,lmonocytogenes,194,1,27,5,3,3,4,18
GCF_001583155.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_001586305.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_001759585.fna.gz,lmonocytogenes,144,31,21,13,22,24,17,11
GCF_001827875.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_001827885.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_001709485.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_001826245.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
