Scheme	Genome	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
bcepacia_complex	GCF_003858175.fna	8243612	121	68129.02	830420	220	0	0	187962	14	141837	24	66101	41
bcepacia_complex	GCF_003858185.fna	8241817	131	62914.63	474272	206	0	0	180862	15	139488	26	59265	45
bcepacia_complex	GCF_003858195.fna	8270323	105	78764.98	631205	201	0	0	222378	12	144142	21	78350	36
bcepacia_complex	GCF_003858205.fna	8504295	102	83375.44	588375	220	0	0	218905	13	145261	23	94276	37
bcepacia_complex	GCF_004374695.fna	8121635	147	55249.22	390706	516	0	0	122765	20	78015	37	36076	65
bcepacia_complex	GCF_004375605.fna	9339323	273	34209.97	250823	587	0	0	84102	38	49321	66	20092	124
bcepacia_complex	GCF_004376135.fna	9509304	225	42263.57	416676	508	0	0	90235	31	62732	56	26709	101
bcepacia_complex	GCF_004376865.fna	8642729	206	41955	302642	508	0	0	86786	31	55741	56	23584	102
bcepacia_complex	GCF_004377105.fna	9516028	192	49562.65	416707	508	0	0	110194	27	73546	48	31052	85
bcepacia_complex	GCF_004377495.fna	8647469	157	55079.42	416631	545	0	0	106197	24	81302	42	32415	74
bcepacia_complex	GCF_004377615.fna	8654184	138	62711.48	332521	286	0	0	157797	21	92556	36	45026	62
bcepacia_complex	GCF_004377645.fna	8822459	234	37702.82	416337	259	0	0	87322	30	49748	56	28547	102
bcepacia_complex	GCF_004377675.fna	9528706	179	53232.99	418551	527	0	0	118556	25	75310	46	39708	80
bcepacia_complex	GCF_004377685.fna	8653607	131	66058.07	511719	508	0	0	165202	18	91572	33	47163	59
bcepacia_complex	GCF_004377745.fna	7405037	126	58770.13	342408	270	0	0	133887	19	95668	33	47583	53
bcepacia_complex	GCF_004377805.fna	9528106	214	44523.86	266266	516	0	0	96512	30	61435	53	31958	94
bcepacia_complex	GCF_004377815.fna	9523234	201	47379.27	416857	516	0	0	96331	31	74853	53	32237	91
bcepacia_complex	GCF_004377825.fna	9486314	207	45827.6	308484	516	0	0	95989	31	67126	55	31972	94
bcepacia_complex	GCF_004798465.fna	8642952	172	50249.72	416820	516	0	0	99372	23	74876	43	31402	78
bcepacia_complex	GCF_006094315.fna	8574389	5	1714877.8	3781435	3849	0	0	3396958	2	3396958	2	1187977	3
bcepacia_complex	GCF_007829215.fna	8442785	55	153505.18	882038	1172	193	2	387610	8	260409	13	126344	23
bcepacia_complex	GCF_009586235.fna	8366868	3	2788956	3688624	1248114	0	0	3430130	2	3430130	2	1248114	3
bcepacia_complex	GCF_011140355.fna	8641314	434	19910.86	387658	203	0	0	92029	28	58944	51	25328	93
bcepacia_complex	GCF_013336605.fna	8852021	84	105381.2	801555	5371	191	2	167084	15	122941	28	58973	51
bcepacia_complex	GCF_013336635.fna	8146605	485	16797.12	115421	3009	0	0	26310	91	16438	170	7081	314
bcepacia_complex	GCF_014141625.fna	8957533	146	61352.97	470194	1041	430	34	134969	22	87277	38	36040	69
bcepacia_complex	GCF_014141955.fna	8548792	137	62399.94	456459	1041	360	27	142385	20	90975	36	37432	66
bcepacia_complex	GCF_014141995.fna	8731094	145	60214.44	456465	1041	330	15	147112	20	86439	36	34927	66
bcepacia_complex	GCF_014142045.fna	8956290	159	56328.87	372923	1041	420	24	122548	23	84500	41	32608	73
bcepacia_complex	GCF_014142065.fna	8838675	146	60538.87	456465	1041	246	21	147112	21	84050	37	33237	68
bcepacia_complex	GCF_014142075.fna	8947340	151	59253.91	444126	1041	500	32	142945	21	84500	38	34927	70
bcepacia_complex	GCF_014142095.fna	8664521	140	61889.44	470194	1041	210	12	149436	20	93211	35	37432	63
bcepacia_complex	GCF_014142175.fna	8955590	148	60510.74	470194	1041	220	13	138263	22	85252	39	33365	69
bcepacia_complex	GCF_014142185.fna	8663622	147	58936.2	361089	1041	310	22	129784	22	90755	37	34927	67
bcepacia_complex	GCF_014142285.fna	8866476	134	66167.73	470194	1041	300	21	159537	20	93211	35	42676	63
bcepacia_complex	GCF_014142305.fna	8655670	147	58882.11	470194	1041	266	23	138185	23	84500	39	33239	70
bcepacia_complex	GCF_014142315.fna	8955691	160	55973.07	401773	1041	176	14	114912	26	74493	45	34423	77
bcepacia_complex	GCF_014142325.fna	8958038	147	60939.03	336764	1041	338	14	147112	22	90755	38	32608	68
bcepacia_complex	GCF_014142385.fna	8952447	158	56661.06	470192	1041	386	26	130868	24	74493	42	32608	75
bcepacia_complex	GCF_014142395.fna	8954247	146	61330.46	470194	1041	390	21	142388	22	86440	39	35114	69
bcepacia_complex	GCF_014142465.fna	8955593	148	60510.76	470194	1041	260	17	142385	23	86437	39	34927	69
bcepacia_complex	GCF_014142475.fna	8956018	155	57780.76	470194	1041	316	19	121575	24	78101	43	34927	74
bcepacia_complex	GCF_014142565.fna	8664555	137	63244.93	470194	1041	356	14	157300	20	93211	35	37432	62
bcepacia_complex	GCF_014142595.fna	8674852	155	55966.79	470199	1006	436	22	128261	23	84500	39	37212	69
bcepacia_complex	GCF_014854795.fna	8403907	3	2801302.33	3683734	1304848	0	0	3415325	2	3415325	2	1304848	3
bcepacia_complex	GCF_014892615.fna	7120532	260	27386.66	255677	255	19	2	61044	35	39178	64	16335	117
bcepacia_complex	GCF_016092225.fna	8886665	506	17562.58	441131	205	1910	20	163516	19	107679	32	45526	58
bcepacia_complex	GCF_016092265.fna	7513671	174	43182.02	612440	205	1700	17	172199	13	131986	23	52985	40
bcepacia_complex	GCF_016092295.fna	7528385	229	32875.04	612440	205	1600	16	180158	13	136618	22	52985	38
bcepacia_complex	GCF_016092315.fna	8714316	159	54807.02	440696	205	1300	13	172199	18	126420	30	46336	53
bcepacia_complex	GCF_016505945.fna	8769607	87	100800.08	651240	508	0	0	341525	10	146680	19	67868	37
bcepacia_complex	GCF_900111715.fna	8686614	69	125892.96	1296023	1155	2234	7	281533	9	175302	16	76641	31
bcepacia_complex	GCF_900446175.fna	8554913	13	658070.23	1795082	43339	0	0	1187511	4	1141806	5	356099	8
bcepacia_complex	GCF_900446185.fna	8503150	60	141719.17	627385	2218	0	0	258762	10	163789	19	77682	35
bcepacia_complex	GCF_902825095.fna	8779393	431	20369.82	795012	56	426	9	271348	10	174809	18	64803	34
bcepacia_complex	GCF_902829425.fna	8479853	204	41567.91	840267	126	0	0	266835	10	196201	17	79081	30
bcepacia_complex	GCF_902830615.fna	8526080	53	160869.43	1025526	310	9	5	453915	7	273099	12	129040	21
bcepacia_complex	GCF_902830625.fna	8514820	65	130997.23	1013401	300	28	2	467216	7	217603	13	81679	24
bcepacia_complex	GCF_902830635.fna	8539415	31	275465	1541266	308	27	3	891307	4	488786	6	255413	11
bcepacia_complex	GCF_902830645.fna	8821522	40	220538.05	1108904	341	27	2	775678	5	450834	8	219514	14
bcepacia_complex	GCF_902830655.fna	9194903	43	213834.95	1832976	310	62	3	987550	4	494222	6	243759	12
bcepacia_complex	GCF_902830665.fna	8509309	59	144225.58	771510	300	341	4	289400	9	233353	15	102524	25
bcepacia_complex	GCF_902830675.fna	8677323	43	201798.21	1368473	301	314	4	796538	5	292220	8	178858	15
bcepacia_complex	GCF_902830685.fna	8539505	30	284650.17	1529158	308	373	4	891303	4	589226	6	488782	9
bcepacia_complex	GCF_902830695.fna	8367712	44	190175.27	780330	305	407	8	428681	8	325030	12	138448	19
bcepacia_complex	GCF_902830705.fna	8594721	58	148184.84	992499	309	486	4	450214	7	279014	12	137698	21
bcepacia_complex	GCF_902830715.fna	8722512	226	38595.19	543966	126	0	0	276956	12	174340	20	78964	35
bcepacia_complex	GCF_902830735.fna	8513244	50	170264.88	1559261	312	337	4	984555	4	581835	6	193546	11
bcepacia_complex	GCF_902830745.fna	8367865	43	194601.51	880985	305	87	4	505601	7	324889	11	199868	17
bcepacia_complex	GCF_902830755.fna	6933849	31	223672.55	1066921	311	2	1	573127	5	345684	8	116657	15
bcepacia_complex	GCF_902830765.fna	7589047	185	41021.88	625397	126	0	0	403579	8	237232	13	134334	21
bcepacia_complex	GCF_902830785.fna	8833975	196	45071.3	555326	126	0	0	273961	12	208487	19	114441	31
bcepacia_complex	GCF_902830795.fna	8838832	332	26622.99	1208680	126	0	0	275215	9	159207	17	75750	31
bcepacia_complex	GCF_902830805.fna	8715781	224	38909.74	543966	126	0	0	256085	12	180281	20	78964	35
bcepacia_complex	GCF_904865725.fna	7944011	4	1986002.75	3799937	114206	0	0	3006131	2	3006131	2	1023737	3
bcereus	GCF_000003645.fna	5269725	1	5269725	5269725	5269725	24120	261	5269725	1	5269725	1	5269725	1
bcereus	GCF_000003955.fna	5790501	1	5790501	5790501	5790501	41292	490	5790501	1	5790501	1	5790501	1
bcereus	GCF_000007825.fna	5427083	2	2713541.5	5411809	15274	0	0	5411809	1	5411809	1	5411809	1
bcereus	GCF_000008005.fna	5432652	2	2716326	5224283	208369	30	30	5224283	1	5224283	1	5224283	1
bcereus	GCF_000011625.fna	5843235	6	973872.5	5300915	5108	0	0	5300915	1	5300915	1	5300915	1
bcereus	GCF_000013065.fna	5506207	3	1835402.33	5214195	52766	0	0	5214195	1	5214195	1	5214195	1
bcereus	GCF_000021205.fna	5419036	1	5419036	5419036	5419036	0	0	5419036	1	5419036	1	5419036	1
bcereus	GCF_000021225.fna	5599857	5	1119971.4	5269030	3091	0	0	5269030	1	5269030	1	5269030	1
bcereus	GCF_000021305.fna	5736823	3	1912274.33	5387334	140001	0	0	5387334	1	5387334	1	5387334	1
bcereus	GCF_000021785.fna	5588834	4	1397208.5	5302683	3091	0	0	5302683	1	5302683	1	5302683	1
bcereus	GCF_000022505.fna	5449308	2	2724654	5269628	179680	0	0	5269628	1	5269628	1	5269628	1
bcereus	GCF_000143605.fna	5486649	4	1371662.25	5196054	14219	0	0	5196054	1	5196054	1	5196054	1
bcereus	GCF_000160895.fna	5939023	1	5939023	5939023	5939023	24513	257	5939023	1	5939023	1	5939023	1
bcereus	GCF_000160915.fna	5730178	1	5730178	5730178	5730178	20224	226	5730178	1	5730178	1	5730178	1
bcereus	GCF_000160935.fna	5699545	1	5699545	5699545	5699545	15220	164	5699545	1	5699545	1	5699545	1
bcereus	GCF_000161015.fna	5234797	1	5234797	5234797	5234797	10522	126	5234797	1	5234797	1	5234797	1
bcereus	GCF_000161035.fna	5246493	1	5246493	5246493	5246493	12475	171	5246493	1	5246493	1	5246493	1
bcereus	GCF_000161055.fna	5436173	1	5436173	5436173	5436173	18526	209	5436173	1	5436173	1	5436173	1
bcereus	GCF_000161095.fna	5576566	1	5576566	5576566	5576566	28415	299	5576566	1	5576566	1	5576566	1
bcereus	GCF_000161115.fna	5397450	1	5397450	5397450	5397450	11735	151	5397450	1	5397450	1	5397450	1
bcereus	GCF_000161135.fna	5584055	1	5584055	5584055	5584055	22834	260	5584055	1	5584055	1	5584055	1
bcereus	GCF_000161155.fna	5859854	1	5859854	5859854	5859854	17159	226	5859854	1	5859854	1	5859854	1
bcereus	GCF_000161175.fna	5766278	1	5766278	5766278	5766278	19984	258	5766278	1	5766278	1	5766278	1
bcereus	GCF_000161195.fna	6041497	1	6041497	6041497	6041497	115323	1378	6041497	1	6041497	1	6041497	1
bcereus	GCF_000161215.fna	5878111	1	5878111	5878111	5878111	18734	220	5878111	1	5878111	1	5878111	1
bcereus	GCF_000161235.fna	5202904	1	5202904	5202904	5202904	19267	247	5202904	1	5202904	1	5202904	1
bcereus	GCF_000161255.fna	4999804	1	4999804	4999804	4999804	105855	1214	4999804	1	4999804	1	4999804	1
bcereus	GCF_000161275.fna	5769987	1	5769987	5769987	5769987	32412	401	5769987	1	5769987	1	5769987	1
bcereus	GCF_000161295.fna	5923634	1	5923634	5923634	5923634	17671	239	5923634	1	5923634	1	5923634	1
bcereus	GCF_000161315.fna	6133179	1	6133179	6133179	6133179	26761	308	6133179	1	6133179	1	6133179	1
bcereus	GCF_000161355.fna	5594747	1	5594747	5594747	5594747	31620	390	5594747	1	5594747	1	5594747	1
bcereus	GCF_000161375.fna	5656704	1	5656704	5656704	5656704	36797	428	5656704	1	5656704	1	5656704	1
bcereus	GCF_000161395.fna	5789540	1	5789540	5789540	5789540	41662	458	5789540	1	5789540	1	5789540	1
bcereus	GCF_000181615.fna	5908750	37	159695.95	1131316	1028	4	4	554099	4	422730	7	149874	11
bcereus	GCF_000239195.fna	5288498	3	1762832.67	5222906	10288	0	0	5222906	1	5222906	1	5222906	1
bcereus	GCF_000256545.fna	5156879	7	736697	3825776	691	47608	32	3825776	1	3825776	1	585619	3
bcereus	GCF_000283675.fna	5552031	6	925338.5	5221581	3091	0	0	5221581	1	5221581	1	5221581	1
bcereus	GCF_000290655.fna	6011592	7	858798.86	4895311	2639	85027	50	4895311	1	4895311	1	402521	3
bcereus	GCF_000290675.fna	5970331	10	597033.1	4767924	3680	76184	62	4767924	1	4767924	1	418553	3
bcereus	GCF_000290715.fna	6274216	14	448158.29	5473820	1256	186876	119	5473820	1	5473820	1	319405	2
bcereus	GCF_000290735.fna	5951374	4	1487843.5	5236666	14270	92327	69	5236666	1	5236666	1	485173	2
bcereus	GCF_000290755.fna	6146840	11	558803.64	4009588	14445	52974	42	4009588	1	664393	2	208284	5
bcereus	GCF_000290775.fna	6421299	15	428086.6	4398547	1576	87653	65	4398547	1	1009728	2	509363	3
bcereus	GCF_000290795.fna	6305592	19	331873.26	1922107	1703	143761	99	1513461	2	1294199	3	250625	6
bcereus	GCF_000290815.fna	5742916	9	638101.78	4649879	2815	59283	52	4649879	1	4649879	1	299690	3
bcereus	GCF_000290835.fna	6435016	17	378530.35	3884855	4044	45385	65	3884855	1	660749	2	222035	6
bcereus	GCF_000290855.fna	5372281	7	767468.71	3667986	7539	53227	67	3667986	1	672030	2	422695	4
bcereus	GCF_000290875.fna	5773333	12	481111.08	4634962	3139	68361	40	4634962	1	4634962	1	679017	2
bcereus	GCF_000290915.fna	6038572	11	548961.09	4064464	15031	62937	51	4064464	1	641367	2	242005	5
bcereus	GCF_000290935.fna	5813775	26	223606.73	2400200	2248	9395	31	774905	2	587794	4	101251	8
bcereus	GCF_000290955.fna	6685242	31	215652.97	2739741	1701	33773	61	1364589	2	384688	4	136866	9
bcereus	GCF_000290975.fna	5923913	20	296195.65	1720989	3427	31790	42	1585431	2	550745	4	212449	8
bcereus	GCF_000290995.fna	5505022	17	323824.82	2150709	1375	7000	70	887918	2	667776	4	205140	7
bcereus	GCF_000291035.fna	5856198	10	585619.8	4070571	1972	6900	69	4070571	1	654444	2	274100	4
bcereus	GCF_000291055.fna	6030485	5	1206097	5205498	8963	35104	64	5205498	1	5205498	1	503421	2
bcereus	GCF_000291075.fna	5803300	8	725412.5	4644122	8013	41734	54	4644122	1	4644122	1	366179	3
bcereus	GCF_000291115.fna	5802972	11	527542.91	5272650	1514	71098	52	5272650	1	5272650	1	5272650	1
bcereus	GCF_000291135.fna	5371123	4	1342780.75	4543883	4718	61940	40	4543883	1	4543883	1	665189	2
bcereus	GCF_000291155.fna	5909232	7	844176	2809659	3690	207117	73	2310171	2	2310171	2	455407	3
bcereus	GCF_000291175.fna	5722043	7	817434.71	5297670	1351	77016	50	5297670	1	5297670	1	5297670	1
bcereus	GCF_000291195.fna	6066700	9	674077.78	4858796	2789	85645	82	4858796	1	4858796	1	675691	2
bcereus	GCF_000291215.fna	6514282	17	383193.06	4042045	4291	47608	63	4042045	1	648938	2	217946	6
bcereus	GCF_000291235.fna	5778906	51	113311.88	2071926	1290	113433	67	1533405	2	611714	3	43938	14
bcereus	GCF_000291255.fna	6204183	4	1551045.75	5255821	8920	74396	62	5255821	1	5255821	1	614598	2
bcereus	GCF_000291275.fna	5615671	7	802238.71	5225100	1225	57231	51	5225100	1	5225100	1	5225100	1
bcereus	GCF_000291295.fna	5635174	15	375678.27	5034021	1101	95058	70	5034021	1	5034021	1	265054	2
bcereus	GCF_000291355.fna	5116684	7	730954.86	4223854	7412	16207	34	4223854	1	4223854	1	601733	2
bcereus	GCF_000291395.fna	5884793	6	980798.83	4621585	5866	65361	46	4621585	1	4621585	1	443733	3
bcereus	GCF_000291415.fna	5825595	17	342682.06	5146067	2123	41123	48	5146067	1	5146067	1	127189	2
bcereus	GCF_000291435.fna	5726356	3	1908785.33	5386589	73155	92023	60	5386589	1	5386589	1	5386589	1
bcereus	GCF_000291455.fna	5865692	7	837956	5324347	11798	88460	53	5324347	1	5324347	1	5324347	1
bcereus	GCF_000291475.fna	5679602	19	298926.42	5153063	1187	66509	52	5153063	1	5153063	1	5153063	1
bcereus	GCF_000291515.fna	5250571	9	583396.78	4441633	1123	58580	79	4441633	1	4441633	1	353102	2
bcereus	GCF_000291535.fna	5856021	11	532365.55	5378738	1381	90856	56	5378738	1	5378738	1	5378738	1
bcereus	GCF_000291665.fna	5188937	8	648617.12	4538068	3768	79699	67	4538068	1	4538068	1	304823	2
bcereus	GCF_000292415.fna	5382319	5	1076463.8	5083176	3091	0	0	5083176	1	5083176	1	5083176	1
bcereus	GCF_000293505.fna	5725126	7	817875.14	4602250	8220	72883	56	4602250	1	4602250	1	598010	2
bcereus	GCF_000293525.fna	5898805	4	1474701.25	5228617	53094	70321	59	5228617	1	5228617	1	417146	2
bcereus	GCF_000293545.fna	5747228	9	638580.89	2919583	2895	28855	81	2919583	1	1343920	2	406575	4
bcereus	GCF_000293685.fna	5879192	22	267236	1841581	4226	107065	92	1365417	2	439927	4	186192	7
bcereus	GCF_000293705.fna	6465275	11	587752.27	4440877	2139	68306	60	4440877	1	662142	2	209802	5
bcereus	GCF_000293725.fna	5743953	7	820564.71	5267237	1763	49116	41	5267237	1	5267237	1	5267237	1
bcereus	GCF_000293745.fna	5769673	7	824239	5281517	1806	78094	57	5281517	1	5281517	1	5281517	1
bcereus	GCF_000338315.fna	5255772	1	5255772	5255772	5255772	73489	145	5255772	1	5255772	1	5255772	1
bcereus	GCF_000398785.fna	6820286	37	184332.05	1658261	1245	148806	91	778240	3	436162	6	88183	13
bcereus	GCF_000398945.fna	6267079	18	348171.06	4079511	1260	19239	42	4079511	1	673027	2	210401	5
bcereus	GCF_000398965.fna	6241316	27	231159.85	1510193	1463	87197	74	797269	3	586422	5	152852	10
bcereus	GCF_000398985.fna	5837558	8	729694.75	2403322	8727	49692	46	2159502	2	2159502	2	398981	4
bcereus	GCF_000399005.fna	6542829	13	503294.54	4659562	2086	11400	114	4659562	1	4659562	1	481517	3
bcereus	GCF_000399025.fna	6786906	23	295082.87	2530442	1194	184438	177	1128634	2	459999	5	218632	8
bcereus	GCF_000399065.fna	6534863	13	502681.77	5281977	9286	11102	108	5281977	1	5281977	1	217830	3
bcereus	GCF_000399085.fna	6858766	15	457251.07	5320306	2052	88112	66	5320306	1	5320306	1	261619	3
bcereus	GCF_000399105.fna	6531739	19	343775.74	4611469	2086	50771	57	4611469	1	4611469	1	166250	7
bcereus	GCF_000399125.fna	6433030	19	338580.53	2995170	881	170325	89	883029	2	634220	3	229441	7
bcereus	GCF_000399145.fna	6097836	14	435559.71	1635489	10267	99520	74	702893	3	618634	5	355242	7
bcereus	GCF_000399165.fna	6039220	13	464555.38	2481808	11515	46284	54	1511649	2	582330	3	242594	6
bcereus	GCF_000399185.fna	6319750	11	574522.73	5209568	1484	71235	69	5209568	1	5209568	1	518567	2
bcereus	GCF_000399205.fna	5876339	14	419738.5	2460585	1370	95191	64	1737477	2	1737477	2	315596	4
bcereus	GCF_000399225.fna	5892266	13	453251.23	2226594	3186	99792	66	1790765	2	1254091	3	341030	4
bcereus	GCF_000399245.fna	5608415	179	31331.93	218809	1051	24392	25	62991	26	35363	50	15587	99
bcereus	GCF_000399265.fna	6697912	13	515224	5302848	1078	40988	66	5302848	1	5302848	1	260463	3
bcereus	GCF_000399285.fna	5812437	7	830348.14	5328009	1560	40488	55	5328009	1	5328009	1	5328009	1
bcereus	GCF_000399305.fna	6544164	16	409010.25	5676724	1256	134699	99	5676724	1	5676724	1	481352	2
bcereus	GCF_000399325.fna	5725826	7	817975.14	4417269	4675	60634	42	4417269	1	4417269	1	255317	3
bcereus	GCF_000399345.fna	6496494	39	166576.77	1882930	1089	101506	96	457561	4	288790	7	107394	14
bcereus	GCF_000399365.fna	6729889	48	140206.02	1357722	1468	130181	103	441908	5	310616	8	62651	19
bcereus	GCF_000399385.fna	6118469	14	437033.5	4036096	3049	47668	42	4036096	1	587059	2	240979	5
bcereus	GCF_000399405.fna	5717029	11	519729.91	4008403	1420	35895	41	4008403	1	4008403	1	215775	5
bcereus	GCF_000399425.fna	6109375	21	290922.62	3880479	2025	49839	55	3880479	1	633087	2	206037	5
bcereus	GCF_000399445.fna	5690152	15	379343.47	4556348	1477	44277	47	4556348	1	4556348	1	266899	3
bcereus	GCF_000399465.fna	6110704	9	678967.11	4276443	2133	58533	67	4276443	1	661005	2	349280	4
bcereus	GCF_000399485.fna	5266089	23	228960.39	3542805	2071	55100	53	3542805	1	590708	2	195336	5
bcereus	GCF_000399505.fna	6746442	51	132283.18	1238373	1378	99930	89	354680	5	208674	9	67789	21
bcereus	GCF_000399525.fna	5782949	10	578294.9	2282936	6370	96705	61	1999524	2	1999524	2	246808	5
bcereus	GCF_000399545.fna	5709397	16	356837.31	1636211	2427	52099	49	1554689	2	820847	3	374623	6
bcereus	GCF_000399565.fna	6332031	47	134724.06	1385015	1465	50223	72	588484	4	246215	8	52818	19
bcereus	GCF_000399585.fna	5426930	41	132364.15	1210406	1328	29541	44	609131	3	295098	6	93499	11
bcereus	GCF_000399605.fna	5470774	49	111648.45	718633	3264	61028	50	335618	6	172042	11	54642	22
bcereus	GCF_000399625.fna	5841294	25	233651.76	4010179	1102	42589	38	4010179	1	561129	2	208279	5
bcereus	GCF_000399645.fna	5875044	6	979174	4726424	2763	60823	47	4726424	1	4726424	1	594435	2
bcereus	GCF_000412315.fna	5891027	5	1178205.4	5276309	9117	33751	61	5276309	1	5276309	1	310579	2
bcereus	GCF_000412975.fna	5851194	9	650132.67	3833135	1763	22995	46	3833135	1	663035	2	375690	4
bcereus	GCF_000440035.fna	5154512	7	736358.86	4415576	768	59563	36	4415576	1	4415576	1	675459	2
bcereus	GCF_000440055.fna	5148728	5	1029745.6	4035842	705	53394	29	4035842	1	4035842	1	670536	2
bcereus	GCF_000518025.fna	5633049	106	53141.97	495537	207	0	0	178136	10	92799	18	55787	33
bcereus	GCF_000520915.fna	5313924	82	64803.95	483396	319	24	24	198717	9	137822	16	55898	28
bcereus	GCF_000635895.fna	5734615	4	1433653.75	5352307	11778	0	0	5352307	1	5352307	1	5352307	1
bcereus	GCF_000688755.fna	5462435	84	65028.99	330397	212	941	34	136961	12	94161	22	58261	37
bcereus	GCF_000743195.fna	5600212	5	1120042.4	5511392	2642	3500	35	5511392	1	5511392	1	5511392	1
bcereus	GCF_000743815.fna	5996083	2	2998041.5	5984031	12052	2401	25	5984031	1	5984031	1	5984031	1
