Genome,Scheme,ST,abcZ,bglA,cat,dapE,dat,ldh,lhkA,CC,Lineage
GCF_000955685.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000955695.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000960145.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_000960155.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_000960445.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000960455.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000960575.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000960815.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_000970525.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_000972995.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_000973005.fna.gz,lmonocytogenes,21,7,7,3,10,5,6,1,CC21,II
GCF_000974345.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_000978685.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_000987705.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001005925.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001005985.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_001027065.fna.gz,lmonocytogenes,378,7,49,19,6,1,24,1,CC19,II
GCF_001027085.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001027125.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_001027165.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001027205.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001027245.fna.gz,lmonocytogenes,561,5,8,5,7,6,2,71,CC7,II
GCF_001047715.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001188025.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_001188045.fna.gz,lmonocytogenes,288,34,39,11,15,3,1,2,CC288,I
GCF_001188655.fna.gz,lmonocytogenes,202,19,17,22,25,15,73,12,CC69,III
GCF_001257495.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257505.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257515.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257525.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257575.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257585.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257595.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257635.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001257675.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001262395.fna.gz,lmonocytogenes,124,23,5,10,30,6,6,1,CC124,II
GCF_001273505.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001273535.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001280245.fna.gz,lmonocytogenes,-,5,6,2,7,5,3|2,1,,
GCF_001302385.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_001302395.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_001317555.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001342195.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001399895.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001399905.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001432365.fna.gz,lmonocytogenes,360,7,6,17,6,5,2,1,CC14,II
GCF_001447225.fna.gz,lmonocytogenes,495,3,1,1,1,3,194,3,CC1,I
GCF_001454845.fna.gz,lmonocytogenes,73,3,1,1,1,3,11,3,CC1,I
GCF_001454865.fna.gz,lmonocytogenes,71,18,11,21,24,17,35,13,CC131,III
GCF_001454885.fna.gz,lmonocytogenes,71,18,11,21,24,17,35,13,CC131,III
GCF_001454905.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001454925.fna.gz,lmonocytogenes,290,1,1,11,11,2,11,5,CC2,I
GCF_001463975.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001463985.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001463995.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001465135.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001466015.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001466025.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001466035.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_001466075.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_001466095.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_001466115.fna.gz,lmonocytogenes,1216,7,10,10,6,1,2,1,CC11,II
GCF_001466135.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001466155.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001466165.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001466195.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001466215.fna.gz,lmonocytogenes,573,7,6,8,105,6,7,1,CC573,II
GCF_001466255.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001466265.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001466295.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001468565.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001481795.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481805.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001481815.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001481825.fna.gz,lmonocytogenes,1327,1,1,11,11,2,236,5,CC2,I
GCF_001481875.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481885.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481915.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481935.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481955.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001481965.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001481995.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001482015.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001482035.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001482055.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482075.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482095.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482115.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482135.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482155.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001482165.fna.gz,lmonocytogenes,48,1,1,11,11,2,28,5,CC2,I
GCF_001483405.fna.gz,lmonocytogenes,26,5,10,8,21,6,2,1,CC26,II
GCF_001483425.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_001483445.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001487205.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001487535.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001487775.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001488015.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001488235.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001488255.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001488275.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001488395.fna.gz,lmonocytogenes,-,5,6,2,9,5,-,1,,
GCF_001488435.fna.gz,lmonocytogenes,-,26,21,40,110,45,-,-,,
GCF_001488995.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001489075.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001489195.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001489235.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001489375.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001489795.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001489875.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001489895.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001490035.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001490055.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001490075.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001490115.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001490275.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001490355.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001490455.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001490875.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001491615.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001492155.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001492475.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001492715.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001492755.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001492855.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001492915.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001492955.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001493035.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001493255.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001493535.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001493595.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001493615.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001493655.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001494195.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001494235.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001494355.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001494455.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001494495.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001494575.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001494975.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001495075.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001495255.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001495355.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001495455.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001495495.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001496335.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001496415.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001496455.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001496595.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001496755.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001496955.fna.gz,lmonocytogenes,-,26,21,40,110,-,242,16,,
GCF_001497315.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001497565.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001497635.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001497715.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001497815.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001497995.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001498075.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001498095.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001498115.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001498575.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001498715.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001498815.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001499155.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001499335.fna.gz,lmonocytogenes,-,6,5,6,4,1,-,1,,
GCF_001499495.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001513695.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001548585.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001548635.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001551855.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001555535.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001555575.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001555585.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001555605.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001555655.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001557595.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001557605.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001557615.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001557625.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001557675.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001557685.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001557705.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001564495.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001564515.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_001564535.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001564555.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001564575.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001564595.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001564615.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001564635.fna.gz,lmonocytogenes,615,3,9,9,3,3,12,5,CC6,I
GCF_001564655.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_001564675.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001564695.fna.gz,lmonocytogenes,391,7,6,62,28,5,2,1,CC89,II
GCF_001564715.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_001564735.fna.gz,lmonocytogenes,20,17,13,3,6,5,7,1,CC20,II
GCF_001564755.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_001564775.fna.gz,lmonocytogenes,199,9,10,15,6,8,26,1,CC199,II
GCF_001564795.fna.gz,lmonocytogenes,26,5,10,8,21,6,2,1,CC26,II
GCF_001564815.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001564835.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001564855.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_001564875.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001564895.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001564915.fna.gz,lmonocytogenes,386,11,3,12,38,3,94,42,CC224,I
GCF_001564935.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_001564955.fna.gz,lmonocytogenes,54,1,1,12,17,2,1,3,CC54,I
GCF_001564975.fna.gz,lmonocytogenes,620,7,87,8,6,1,2,1,CC412,II
GCF_001564995.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001565015.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001565035.fna.gz,lmonocytogenes,624,5,8,105,7,6,2,1,CC7,II
GCF_001565055.fna.gz,lmonocytogenes,13,7,6,17,6,10,8,1,ST13,II
GCF_001565075.fna.gz,lmonocytogenes,13,7,6,17,6,10,8,1,ST13,II
GCF_001565095.fna.gz,lmonocytogenes,31,7,14,10,19,9,8,1,CC31,II
GCF_001565115.fna.gz,lmonocytogenes,31,7,14,10,19,9,8,1,CC31,II
GCF_001565135.fna.gz,lmonocytogenes,31,7,14,10,19,9,8,1,CC31,II
GCF_001565155.fna.gz,lmonocytogenes,193,7,14,37,6,1,27,1,CC193,II
GCF_001565175.fna.gz,lmonocytogenes,193,7,14,37,6,1,27,1,CC193,II
GCF_001565195.fna.gz,lmonocytogenes,193,7,14,37,6,1,27,1,CC193,II
GCF_001565215.fna.gz,lmonocytogenes,196,7,14,10,6,1,27,1,CC193,II
GCF_001565235.fna.gz,lmonocytogenes,10,3,1,20,1,3,1,3,CC1,I
GCF_001565255.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_001565275.fna.gz,lmonocytogenes,621,99,6,10,6,1,2,1,CC11,II
GCF_001565295.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001565315.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001565335.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001565355.fna.gz,lmonocytogenes,77,11,9,11,15,3,1,2,CC77,I
GCF_001565375.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001565395.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_001565415.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001565435.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_001565455.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001565475.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001565495.fna.gz,lmonocytogenes,441,6,64,6,4,1,4,1,CC9,II
GCF_001565515.fna.gz,lmonocytogenes,441,6,64,6,4,1,4,1,CC9,II
GCF_001565535.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001565555.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001565575.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001565595.fna.gz,lmonocytogenes,622,100,5,6,4,1,4,1,CC9,II
GCF_001565615.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001565635.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_001565655.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_001565675.fna.gz,lmonocytogenes,194,3,18,27,3,4,1,5,CC315,I
GCF_001565695.fna.gz,lmonocytogenes,553,1,1,11,11,2,225,5,CC2,I
GCF_001565715.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001565735.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001565755.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_001565775.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001565795.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001565815.fna.gz,lmonocytogenes,19,7,6,19,6,1,24,1,CC19,II
GCF_001565835.fna.gz,lmonocytogenes,623,18,11,21,24,17,248,13,CC131,III
GCF_001565855.fna.gz,lmonocytogenes,98,5,8,5,7,6,45,1,CC7,II
GCF_001577855.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001577865.fna.gz,lmonocytogenes,1331,7,49,8,276,177,429,6,CC1331,II
GCF_001577875.fna.gz,lmonocytogenes,368,7,48,59,68,38,2,1,ST368,II
GCF_001577885.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001577935.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_001577945.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_001577955.fna.gz,lmonocytogenes,1329,53,46,140,18,1,3,1,ST1329,II
GCF_001577965.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_001578015.fna.gz,lmonocytogenes,1118,7,10,17,18,5,352,1,ST1118,II
GCF_001578025.fna.gz,lmonocytogenes,1082,93,15,17,212,1,6,1,ST1082,II
GCF_001578045.fna.gz,lmonocytogenes,1082,93,15,17,212,1,6,1,ST1082,II
GCF_001582935.fna.gz,lmonocytogenes,368,7,48,59,68,38,2,1,ST368,II
GCF_001582945.fna.gz,lmonocytogenes,368,7,48,59,68,38,2,1,ST368,II
GCF_001582955.fna.gz,lmonocytogenes,368,7,48,59,68,38,2,1,ST368,II
GCF_001582965.fna.gz,lmonocytogenes,1331,7,49,8,276,177,429,6,CC1331,II
GCF_001583015.fna.gz,lmonocytogenes,1331,7,49,8,276,177,429,6,CC1331,II
GCF_001583025.fna.gz,lmonocytogenes,1331,7,49,8,276,177,429,6,CC1331,II
GCF_001583055.fna.gz,lmonocytogenes,1328,5,10,6,6,8,26,1,CC199,II
GCF_001583065.fna.gz,lmonocytogenes,788,5,8,5,21,6,2,1,CC7,II
GCF_001583095.fna.gz,lmonocytogenes,1332,5,197,17,6,1,312,1,ST1332,II
GCF_001583105.fna.gz,lmonocytogenes,1039,1,18,12,3,2,1,5,CC2,I
GCF_001583125.fna.gz,lmonocytogenes,1039,1,18,12,3,2,1,5,CC2,I
GCF_001583155.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001583175.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001583185.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001583205.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_001583235.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_001583255.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_001583275.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_001583285.fna.gz,lmonocytogenes,1333,7,6,15,6,178,2,1,CC14,II
GCF_001583315.fna.gz,lmonocytogenes,912,5,47,10,173,13,2,1,CC912,II
GCF_001583335.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_001583355.fna.gz,lmonocytogenes,1329,53,46,140,18,1,3,1,ST1329,II
GCF_001583365.fna.gz,lmonocytogenes,912,5,47,10,173,13,2,1,CC912,II
GCF_001583395.fna.gz,lmonocytogenes,1082,93,15,17,212,1,6,1,ST1082,II
GCF_001586295.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001586305.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001586315.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001586325.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001586375.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_001594305.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001596775.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001632225.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_001644625.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001652935.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_001658145.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658155.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658165.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658175.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658225.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658235.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658255.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658265.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658305.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658325.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658335.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658345.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001658385.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
