Genome,Scheme,ST,gdh,gyd,pstS,gki,aroE,xpt,yqiL,clonal_complex
GCF_902158985.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902158995.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902159005.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_902159055.fna.gz,efaecalis,117,1,1,9,6,1,1,1,
GCF_902159085.fna.gz,efaecalis,new_alleles,4,10,~11,12,4,2,1,
GCF_902159115.fna.gz,efaecalis,new_alleles,13,6,~5,14,10,9,5,
GCF_902159125.fna.gz,efaecalis,new_alleles,13,6,~5,14,10,9,5,
GCF_902159135.fna.gz,efaecalis,new_alleles,13,6,~5,14,10,9,5,
GCF_902159145.fna.gz,efaecalis,44,13,6,5,14,10,9,5,
GCF_902159155.fna.gz,efaecalis,new_ST,7,1,11,1,10,20,1,
GCF_902159165.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_902159175.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902159185.fna.gz,efaecalis,268,3,6,23,12,9,42,7,
GCF_902159255.fna.gz,efaecalis,26,3,1,11,12,9,14,7,
GCF_902159275.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902159295.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902159315.fna.gz,efaecalis,new_alleles,3,7,~11,21,9,4,7,
GCF_902159335.fna.gz,efaecalis,new_alleles,1,7,9,1,1,1,~1,
GCF_902159395.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902159405.fna.gz,efaecalis,64,10,1,11,6,5,1,4,
GCF_902159435.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_902159445.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_902159455.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159465.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902159495.fna.gz,efaecalis,new_alleles,14,2,~14,11,50,1,17,
GCF_902159545.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159565.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902159645.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902159685.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159695.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159705.fna.gz,efaecalis,269,2,7,11,58,3,4,2,
GCF_902159735.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_902159755.fna.gz,efaecalis,269,2,7,11,58,3,4,2,
GCF_902159825.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902159835.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902159845.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902159855.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902159885.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_902159895.fna.gz,efaecalis,new_alleles,4,10,~11,12,4,2,1,
GCF_902159915.fna.gz,efaecalis,new_alleles,4,10,~11,12,4,2,1,
GCF_902159935.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902159945.fna.gz,efaecalis,new_alleles,4,10,~11,12,4,2,1,
GCF_902159955.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902159965.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159975.fna.gz,efaecalis,8,10,1,11,6,5,5,4,
GCF_902159985.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902159995.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902160005.fna.gz,efaecalis,241,12,7,3,17,6,18,5,
GCF_902160015.fna.gz,efaecalis,8,10,1,11,6,5,5,4,
GCF_902160025.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902160035.fna.gz,efaecalis,new_alleles,4,10,~11,12,4,2,1,
GCF_902160045.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902160075.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902160085.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902160105.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902160125.fna.gz,efaecalis,295,3,6,23,12,9,1,7,
GCF_902160135.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_902160165.fna.gz,efaecalis,135,2,1,13,21,3,4,2,
GCF_902160185.fna.gz,efaecalis,295,3,6,23,12,9,1,7,
GCF_902160235.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_902160285.fna.gz,efaecalis,22,1,7,10,1,1,10,1,
GCF_902160295.fna.gz,efaecalis,22,1,7,10,1,1,10,1,
GCF_902160455.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160465.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902160495.fna.gz,efaecalis,205,5,1,11,29,8,1,20,
GCF_902160505.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160535.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160545.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160555.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902160565.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902160575.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902160595.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160615.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902160655.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902160785.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902160795.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902160805.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902160815.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902160825.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902160835.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902160965.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902160975.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_902160985.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902161045.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902161085.fna.gz,efaecalis,295,3,6,23,12,9,1,7,
GCF_902161095.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902161115.fna.gz,efaecalis,new_alleles,1,7,~9,4,1,48,1,
GCF_902161125.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902161145.fna.gz,efaecalis,new_alleles,1,7,~9,4,1,48,1,
GCF_902161275.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161335.fna.gz,efaecalis,44,13,6,5,14,10,9,5,
GCF_902161375.fna.gz,efaecalis,new_ST,42,6,47,8,6,48,17,
GCF_902161385.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902161445.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902161465.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902161475.fna.gz,efaecalis,44,13,6,5,14,10,9,5,
GCF_902161515.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902161525.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902161545.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161555.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161565.fna.gz,efaecalis,new_alleles,3,7,~11,21,9,4,7,
GCF_902161575.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902161595.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161645.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_902161665.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902161695.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902161705.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902161745.fna.gz,efaecalis,new_alleles,10,~1,11,6,5,1,4,
GCF_902161785.fna.gz,efaecalis,517,5,1,7,5,21,1,4,
GCF_902161795.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161805.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902161825.fna.gz,efaecalis,21,1,7,9,1,1,1,1,
GCF_902161845.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902161855.fna.gz,efaecalis,28,4,4,8,3,8,1,3,
GCF_902161865.fna.gz,efaecalis,209,10,1,11,5,5,5,4,
GCF_902161875.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161895.fna.gz,efaecalis,415,9,6,7,16,11,11,8,
GCF_902161905.fna.gz,efaecalis,415,9,6,7,16,11,11,8,
GCF_902161915.fna.gz,efaecalis,415,9,6,7,16,11,11,8,
GCF_902161935.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_902161945.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902161975.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902161995.fna.gz,efaecalis,290,4,10,56,29,8,1,20,
GCF_902162025.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902162035.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162075.fna.gz,efaecalis,new_alleles,1,7,9,1,1,1,~1,
GCF_902162095.fna.gz,efaecalis,133,2,7,11,1,3,16,2,
GCF_902162135.fna.gz,efaecalis,64,10,1,11,6,5,1,4,
GCF_902162145.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902162235.fna.gz,efaecalis,84,14,1,25,27,25,19,19,
GCF_902162245.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162265.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902162275.fna.gz,efaecalis,26,3,1,11,12,9,14,7,
GCF_902162285.fna.gz,efaecalis,new_alleles,5,1,1,3,7,~1,6,
GCF_902162295.fna.gz,efaecalis,97,2,7,11,21,3,4,2,
GCF_902162305.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_902162335.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_902162345.fna.gz,efaecalis,97,2,7,11,21,3,4,2,
GCF_902162785.fna.gz,efaecalis,535,1,1,18,57,1,35,53,
GCF_902162795.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162805.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162815.fna.gz,efaecalis,878,34,2,17,37,29,23,17,
GCF_902162825.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_902162855.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_902162865.fna.gz,efaecalis,878,34,2,17,37,29,23,17,
GCF_902162885.fna.gz,efaecalis,new_alleles,2,1,13,~11,3,2,2,
GCF_902162935.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902162945.fna.gz,efaecalis,new_alleles,5,1,~1,3,7,7,6,
GCF_902162955.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162965.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162975.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902162985.fna.gz,efaecalis,64,10,1,11,6,5,1,4,
GCF_902162995.fna.gz,efaecalis,34,9,6,6,13,13,11,8,
GCF_902163005.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163015.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_902163025.fna.gz,efaecalis,168,20,1,7,25,23,2,2,
GCF_902163035.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163045.fna.gz,efaecalis,new_alleles,5,1,~1,3,7,7,6,
GCF_902163055.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163065.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902163075.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902163085.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163105.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902163115.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163125.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902163135.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163155.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163165.fna.gz,efaecalis,197,2,6,45,6,44,20,2,
GCF_902163175.fna.gz,efaecalis,44,13,6,5,14,10,9,5,
GCF_902163265.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902163295.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902163355.fna.gz,efaecalis,369,41,6,15,17,63,22,5,
GCF_902163365.fna.gz,efaecalis,369,41,6,15,17,63,22,5,
GCF_902163415.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_902163465.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902163475.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_902163505.fna.gz,efaecalis,55,3,7,23,1,9,16,7,
GCF_902163575.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163585.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163595.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163605.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163615.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163625.fna.gz,efaecalis,new_alleles,3,7,~11,21,9,4,7,
GCF_902163635.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902163645.fna.gz,efaecalis,new_alleles,8,7,7,5,4,~4,1,
GCF_902163655.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902163665.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163675.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902163685.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902163695.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902163705.fna.gz,efaecalis,new_alleles,7,1,11,~1,10,2,1,
GCF_902163715.fna.gz,efaecalis,new_alleles,7,1,11,~1,10,2,1,
GCF_902163725.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163735.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_902163745.fna.gz,efaecalis,new_alleles,5,1,~1,3,7,7,6,
GCF_902163755.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902163765.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163775.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163785.fna.gz,efaecalis,776,12,1,11,6,95,1,90,
GCF_902163795.fna.gz,efaecalis,new_alleles,8,7,7,5,4,~4,1,
GCF_902163805.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163815.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902163825.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163835.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163845.fna.gz,efaecalis,64,10,1,11,6,5,1,4,
GCF_902163855.fna.gz,efaecalis,535,1,1,18,57,1,35,53,
GCF_902163865.fna.gz,efaecalis,new_ST,3,6,23,32,9,10,7,
GCF_902163875.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_902163885.fna.gz,efaecalis,new_alleles,7,1,11,~1,10,2,1,
GCF_902163895.fna.gz,efaecalis,64,10,1,11,6,5,1,4,
GCF_902163905.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902163915.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902163925.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902163935.fna.gz,efaecalis,197,2,6,45,6,44,20,2,
GCF_902163945.fna.gz,efaecalis,22,1,7,10,1,1,10,1,
GCF_902163965.fna.gz,efaecalis,59,14,2,18,10,16,2,12,
GCF_902163975.fna.gz,efaecalis,283,1,7,11,11,3,4,2,
GCF_902163995.fna.gz,efaecalis,197,2,6,45,6,44,20,2,
GCF_902164015.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902164075.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902164085.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164115.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_902164125.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902164165.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164195.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164215.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164235.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164245.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902164275.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164295.fna.gz,efaecalis,41,1,7,11,21,1,4,1,
GCF_902164315.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902164335.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164355.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164385.fna.gz,efaecalis,472,38,14,41,42,11,15,11,
GCF_902164395.fna.gz,efaecalis,472,38,14,41,42,11,15,11,
GCF_902164415.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164425.fna.gz,efaecalis,26,3,1,11,12,9,14,7,
GCF_902164445.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164455.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164485.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902164495.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164515.fna.gz,efaecalis,new_ST,15,2,3,2,3,1,11,
GCF_902164565.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164585.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902164645.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902164695.fna.gz,efaecalis,72,20,3,7,25,23,2,2,
GCF_902164735.fna.gz,efaecalis,117,1,1,9,6,1,1,1,
GCF_902164755.fna.gz,efaecalis,117,1,1,9,6,1,1,1,
GCF_902164765.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902164775.fna.gz,efaecalis,133,2,7,11,1,3,16,2,
GCF_902164785.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164805.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164815.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164845.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902164855.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902164865.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164875.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902164885.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902164915.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902164945.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902164955.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902164995.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165005.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165025.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165055.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165075.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165085.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165105.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165135.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165175.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165185.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165225.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165255.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165265.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165285.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165295.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_902165305.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165335.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165345.fna.gz,efaecalis,257,15,2,33,2,3,15,11,
GCF_902165355.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165365.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165395.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165405.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165415.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165425.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165455.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165465.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902165475.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165485.fna.gz,efaecalis,44,13,6,5,14,10,9,5,
GCF_902165495.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165505.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165515.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165545.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165555.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165575.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165585.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165595.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165605.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165625.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165645.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165675.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165705.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165715.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902165725.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165735.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902165745.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165755.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902165775.fna.gz,efaecalis,23,2,3,13,11,3,2,2,
GCF_902165785.fna.gz,efaecalis,25,2,7,11,11,3,4,2,
GCF_902165795.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165805.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165815.fna.gz,efaecalis,56,7,1,11,1,10,2,16,
GCF_902165825.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902165915.fna.gz,efaecalis,26,3,1,11,12,9,14,7,
GCF_902165945.fna.gz,efaecalis,81,27,2,16,28,26,2,1,
GCF_902165975.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902165985.fna.gz,efaecalis,191,27,1,11,1,21,1,2,
GCF_902166255.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902166355.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_902166365.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902166395.fna.gz,efaecalis,40,3,6,23,12,9,10,7,
GCF_902166505.fna.gz,efaecalis,30,7,1,11,1,10,2,1,
GCF_902166575.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902166605.fna.gz,efaecalis,19,1,2,12,8,1,6,1,
GCF_902166645.fna.gz,efaecalis,145,1,7,20,1,1,1,1,
GCF_902166665.fna.gz,efaecalis,179,5,1,1,3,7,1,6,
GCF_902166685.fna.gz,efaecalis,new_ST,5,1,1,12,7,1,1,
GCF_902166695.fna.gz,efaecalis,472,38,14,41,42,11,15,11,
GCF_902166775.fna.gz,efaecalis,133,2,7,11,1,3,16,2,
GCF_902166815.fna.gz,efaecalis,102,9,1,27,31,31,24,14,
GCF_902379005.fna.gz,efaecalis,248,2,7,11,1,3,4,2,
GCF_906464835.fna.gz,efaecalis,585,8,7,7,4,4,4,1,
GCF_906464865.fna.gz,efaecalis,330,14,1,18,22,16,17,12,
GCF_906464875.fna.gz,efaecalis,16,5,1,1,3,7,7,6,
GCF_906464895.fna.gz,efaecalis,480,1,1,22,22,7,17,6,
GCF_906464925.fna.gz,efaecalis,894,1,1,92,3,14,17,1,
GCF_910574245.fna.gz,efaecalis,65,12,7,17,17,3,2,5,
