Genome,Scheme,ST,ace,gltB,gmhD,lepA,lipA,narK,ndh,clonal_complex
GCF_900596005.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596025.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596035.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596045.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596055.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596065.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900596075.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900596085.fna.gz,bpseudomallei,163,3,2,2,1,1,4,1,
GCF_900596095.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596105.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900596115.fna.gz,bpseudomallei,203,4,4,3,3,1,4,1,
GCF_900596125.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900596135.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900596145.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900596155.fna.gz,bpseudomallei,203,4,4,3,3,1,4,1,
GCF_900596165.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900596175.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900596185.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900596195.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900596205.fna.gz,bpseudomallei,1536,4,2,3,3,1,4,1,
GCF_900596215.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900596225.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900596235.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900596245.fna.gz,bpseudomallei,1051,1,12,6,1,1,2,1,
GCF_900596255.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900596265.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900596275.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596285.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900596295.fna.gz,bpseudomallei,17,1,2,3,1,1,1,1,
GCF_900596305.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596315.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596325.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596335.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596345.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596355.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596365.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596375.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596385.fna.gz,bpseudomallei,9,1,1,12,1,1,1,1,
GCF_900596395.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596405.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596415.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596425.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596435.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596445.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596455.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596465.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596475.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596485.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596495.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596505.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596515.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596525.fna.gz,bpseudomallei,211,3,1,3,1,1,4,1,
GCF_900596535.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596545.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596555.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596565.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900596575.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596585.fna.gz,bpseudomallei,211,3,1,3,1,1,4,1,
GCF_900596595.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596605.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900596615.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596625.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900596635.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596645.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596655.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900596665.fna.gz,bpseudomallei,218,1,1,6,1,1,1,19,
GCF_900596675.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900596685.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900596695.fna.gz,bpseudomallei,new_ST,3,4,3,1,5,4,6,
GCF_900596705.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900596715.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900596725.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900596735.fna.gz,bpseudomallei,206,1,1,3,1,1,1,1,
GCF_900596745.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596755.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596765.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596775.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596785.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596795.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596805.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900596815.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596825.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596835.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596845.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596855.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596865.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900596875.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596885.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596895.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596905.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596915.fna.gz,bpseudomallei,47,3,1,2,1,1,3,1,
GCF_900596925.fna.gz,bpseudomallei,705,3,4,2,3,1,4,1,
GCF_900596935.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900596945.fna.gz,bpseudomallei,705,3,4,2,3,1,4,1,
GCF_900596955.fna.gz,bpseudomallei,new_alleles,1,1,6,1,1,~4,1,
GCF_900596965.fna.gz,bpseudomallei,new_alleles,1,1,6,1,1,~4,1,
GCF_900596975.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900596985.fna.gz,bpseudomallei,705,3,4,2,3,1,4,1,
GCF_900596995.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597005.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597015.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597025.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597035.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597045.fna.gz,bpseudomallei,705,3,4,2,3,1,4,1,
GCF_900597055.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597065.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597075.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597085.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_900597095.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597105.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597115.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597125.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597135.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597145.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597155.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597165.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597175.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597185.fna.gz,bpseudomallei,1801,1,12,13,1,1,4,1,
GCF_900597195.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597205.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597215.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597225.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597235.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597245.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597255.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597265.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597275.fna.gz,bpseudomallei,1820,3,1,12,1,1,4,1,
GCF_900597285.fna.gz,bpseudomallei,58,3,1,5,1,1,4,1,
GCF_900597295.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597305.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597315.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597325.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597335.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597345.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597355.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597365.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597375.fna.gz,bpseudomallei,176,3,1,4,1,1,3,1,
GCF_900597385.fna.gz,bpseudomallei,298,1,1,2,2,1,2,1,
GCF_900597395.fna.gz,bpseudomallei,315,1,4,3,1,1,3,1,
GCF_900597405.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900597415.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900597425.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900597435.fna.gz,bpseudomallei,105,1,2,3,2,1,22,1,
GCF_900597445.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900597455.fna.gz,bpseudomallei,214,3,2,2,1,1,3,1,
GCF_900597465.fna.gz,bpseudomallei,207,1,1,4,1,5,4,1,
GCF_900597475.fna.gz,bpseudomallei,298,1,1,2,2,1,2,1,
GCF_900597485.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900597495.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900597505.fna.gz,bpseudomallei,168,3,1,2,1,5,4,1,
GCF_900597515.fna.gz,bpseudomallei,183,1,1,11,4,1,22,1,
GCF_900597525.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900597535.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900597545.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900597555.fna.gz,bpseudomallei,163,3,2,2,1,1,4,1,
GCF_900597565.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900597575.fna.gz,bpseudomallei,183,1,1,11,4,1,22,1,
GCF_900597585.fna.gz,bpseudomallei,197,3,1,13,1,1,22,1,
GCF_900597595.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597605.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597615.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597625.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597635.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597645.fna.gz,bpseudomallei,1051,1,12,6,1,1,2,1,
GCF_900597655.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,2,19,
GCF_900597665.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597675.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597685.fna.gz,bpseudomallei,1051,1,12,6,1,1,2,1,
GCF_900597695.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597705.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597715.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597725.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597735.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597745.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597755.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597765.fna.gz,bpseudomallei,156,1,1,4,3,1,4,1,
GCF_900597775.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900597785.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597795.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597805.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597815.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597825.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597835.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900597845.fna.gz,bpseudomallei,48,3,1,2,1,1,4,1,
GCF_900597855.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597865.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597875.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597885.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597895.fna.gz,bpseudomallei,32,1,4,11,3,5,4,6,
GCF_900597905.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597915.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900597925.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597935.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900597945.fna.gz,bpseudomallei,52,3,1,2,2,1,11,1,
GCF_900597955.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900597965.fna.gz,bpseudomallei,288,3,2,3,2,1,3,1,
GCF_900597975.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900597985.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900597995.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598005.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598015.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598025.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598035.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598045.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598055.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598065.fna.gz,bpseudomallei,new_ST,1,1,3,1,1,1,19,
GCF_900598075.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598085.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598095.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598105.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598115.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598125.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598135.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598145.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598155.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598165.fna.gz,bpseudomallei,new_ST,1,1,2,2,1,4,1,
GCF_900598175.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598185.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598195.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598205.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598215.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598225.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598235.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598245.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598255.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598265.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598275.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598285.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598295.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598305.fna.gz,bpseudomallei,163,3,2,2,1,1,4,1,
GCF_900598315.fna.gz,bpseudomallei,376,1,4,2,3,8,4,3,
GCF_900598325.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598335.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598345.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598355.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598365.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598375.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598385.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598395.fna.gz,bpseudomallei,54,3,1,3,3,1,2,1,
GCF_900598405.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598415.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598425.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598435.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598445.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598455.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598465.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598475.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598485.fna.gz,bpseudomallei,677,1,1,3,1,1,22,1,
GCF_900598495.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900598505.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900598515.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900598525.fna.gz,bpseudomallei,60,3,1,12,1,1,3,1,
GCF_900598535.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900598545.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900598555.fna.gz,bpseudomallei,313,1,4,2,2,1,3,1,
GCF_900598565.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900598575.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900598585.fna.gz,bpseudomallei,50,3,1,2,1,1,4,3,
GCF_900598595.fna.gz,bpseudomallei,163,3,2,2,1,1,4,1,
GCF_900598605.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900598615.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900598625.fna.gz,bpseudomallei,93,1,1,2,1,1,4,1,
GCF_900598635.fna.gz,bpseudomallei,154,3,2,3,1,1,3,1,
GCF_900598645.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900598655.fna.gz,bpseudomallei,208,1,1,6,1,1,4,1,
GCF_900598665.fna.gz,bpseudomallei,33,1,4,12,1,1,2,1,
GCF_900598675.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598685.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598695.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598705.fna.gz,bpseudomallei,70,3,4,11,3,5,4,6,
GCF_900598715.fna.gz,bpseudomallei,155,1,1,3,3,1,2,1,
GCF_900598725.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598735.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598745.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598755.fna.gz,bpseudomallei,161,1,12,6,1,1,2,3,
GCF_900598775.fna.gz,bpseudomallei,174,3,2,14,2,1,3,1,
GCF_902141795.fna.gz,bpseudomallei,289,3,4,11,4,5,4,6,
GCF_902141805.fna.gz,bpseudomallei,46,3,1,2,1,1,3,3,
GCF_902141815.fna.gz,bpseudomallei,289,3,4,11,4,5,4,6,
GCF_902141835.fna.gz,bpseudomallei,84,3,1,11,4,5,4,6,
