Genome,Scheme,ST,aspA,glnA,gltA,glyA,pgm,tkt,uncA,clonal_complex
GCF_003962125.fna.gz,cjejuni,7824,64,226,85,100,134,54,16,
GCF_003962145.fna.gz,cjejuni,4875,64,70,22,103,123,86,16,
GCF_003962165.fna.gz,cjejuni,7823,64,22,203,100,134,258,16,
GCF_003962175.fna.gz,cjejuni,7817,64,22,460,351,752,187,60,
GCF_003962215.fna.gz,cjejuni,7815,64,105,203,100,134,94,16,
GCF_003962225.fna.gz,cjejuni,7814,80,89,71,98,652,594,16,
GCF_003962245.fna.gz,cjejuni,7810,76,22,460,100,751,592,60,
GCF_003962255.fna.gz,cjejuni,4875,64,70,22,103,123,86,16,
GCF_003962275.fna.gz,cjejuni,6460,64,33,22,98,94,17,16,
GCF_003962455.fna.gz,cjejuni,7803,64,22,20,351,134,94,16,
GCF_003962465.fna.gz,cjejuni,6460,64,33,22,98,94,17,16,
GCF_003971585.fna.gz,cjejuni,221,2,21,5,2,2,1,5,ST-206 complex
GCF_004195085.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_004195125.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_004195185.fna.gz,cjejuni,-,1,-,6,4,3,3,3,
GCF_004195195.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_004328905.fna.gz,cjejuni,6849,8,17,2,2,11,1,6,ST-354 complex
GCF_004357885.fna.gz,cjejuni,2654,10,31,95,268,101,134,1,
GCF_004924295.fna.gz,cjejuni,new_alleles,37,61,4,734,127,~627,6,
GCF_006345835.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_006345845.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345885.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345895.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345905.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345955.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_006345965.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345975.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006345985.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346035.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346045.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346065.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_006346075.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_006346125.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346135.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346145.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_006346195.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346205.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346215.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346235.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346275.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_006346285.fna.gz,cjejuni,-,2,1,5,-,-,1,5,
GCF_006346505.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_006346515.fna.gz,cjejuni,6522,24,17,389,10,23,3,12,ST-443 complex
GCF_006346525.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006346535.fna.gz,cjejuni,824,9,2,2,2,11,5,6,ST-257 complex
GCF_006346585.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006346605.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_006346615.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_006346625.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006346665.fna.gz,cjejuni,-,2,-,1,3,2,1,5,
GCF_006346705.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_006346715.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_006346745.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006346765.fna.gz,cjejuni,5,7,2,5,2,10,3,6,ST-353 complex
GCF_006346775.fna.gz,cjejuni,new_alleles,4,7,10,~4,1,7,1,
GCF_006346785.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006346825.fna.gz,cjejuni,2153,7,21,2,62,67,48,6,ST-581 complex
GCF_006346835.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006346895.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006346925.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_006346945.fna.gz,cjejuni,-,2,-,1,3,2,1,5,
GCF_006346965.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_006346975.fna.gz,cjejuni,267,4,7,40,4,42,51,1,ST-283 complex
GCF_006346995.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006347045.fna.gz,cjejuni,new_alleles,9,17,5,10,~11,3,6,
GCF_006347055.fna.gz,cjejuni,574,7,53,2,10,11,3,3,ST-574 complex
GCF_006347065.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_006347075.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006347125.fna.gz,cjejuni,266,2,1,5,3,2,54,5,ST-21 complex
GCF_006347135.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006347145.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006347185.fna.gz,cjejuni,-,8,-,5,2,10,59,6,
GCF_006347205.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_006347215.fna.gz,cjejuni,-,2,-,1,2,7,1,5,
GCF_006347225.fna.gz,cjejuni,-,2,1,1,3,2,1,-,
GCF_006347235.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006347285.fna.gz,cjejuni,814,2,75,4,48,141,34,1,ST-661 complex
GCF_006347305.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006347315.fna.gz,cjejuni,658,2,4,2,4,19,3,6,ST-658 complex
GCF_006347365.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_006347375.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_006347385.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006347425.fna.gz,cjejuni,441,7,1,2,83,2,3,6,
GCF_006347445.fna.gz,cjejuni,-,-,4,1,2,7,1,5,
GCF_006347465.fna.gz,cjejuni,432,1,4,2,2,6,1,17,ST-61 complex
GCF_006347495.fna.gz,cjejuni,-,-,75,4,-,-,34,1,
GCF_006347525.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006347535.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006347565.fna.gz,cjejuni,-,2,4,1,-,-,1,5,
GCF_006347575.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006347605.fna.gz,cjejuni,814,2,75,4,48,141,34,1,ST-661 complex
GCF_006347615.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006347655.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006347675.fna.gz,cjejuni,670,77,30,2,2,89,59,6,ST-460 complex
GCF_006347695.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006347725.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_006347745.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006347765.fna.gz,cjejuni,-,9,2,4,62,-,133,6,
GCF_006347775.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_006347785.fna.gz,cjejuni,2030,9,2,4,62,4,5,12,ST-257 complex
GCF_006347825.fna.gz,cjejuni,-,-,17,5,2,11,3,-,
GCF_006347835.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_006347845.fna.gz,cjejuni,-,7,2,5,-,10,3,6,
GCF_006347865.fna.gz,cjejuni,148,2,1,6,3,2,1,5,ST-21 complex
GCF_006347905.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_006347925.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006347935.fna.gz,cjejuni,-,6,4,5,-,2,1,5,
GCF_006347945.fna.gz,cjejuni,475,2,4,1,4,19,62,5,ST-48 complex
GCF_006347985.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006348015.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006348025.fna.gz,cjejuni,122,6,4,5,2,2,1,5,ST-206 complex
GCF_006348065.fna.gz,cjejuni,-,166,-,1,10,151,3,1,
GCF_006348105.fna.gz,cjejuni,206,2,21,5,37,2,1,5,ST-206 complex
GCF_006348145.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006348155.fna.gz,cjejuni,5,7,2,5,2,10,3,6,ST-353 complex
GCF_006348185.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348195.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348235.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348265.fna.gz,cjejuni,1519,8,1,5,3,2,1,1,ST-21 complex
GCF_006348275.fna.gz,cjejuni,-,-,1,1,5,2,1,5,
GCF_006348305.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_006348325.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006348345.fna.gz,cjejuni,334,4,7,40,4,42,7,1,ST-45 complex
GCF_006348355.fna.gz,cjejuni,2274,9,17,5,10,350,3,3,
GCF_006348385.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_006348405.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_006348425.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348435.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006348505.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348535.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_006348565.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006348575.fna.gz,cjejuni,new_ST,4,7,40,85,42,51,1,
GCF_006348595.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006348615.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_006348645.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006348655.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_006348675.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006348695.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_006348725.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_006348745.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_006348775.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_006348825.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_006348835.fna.gz,cjejuni,367,2,2,4,62,4,5,6,ST-257 complex
GCF_006348845.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_006348885.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_006348905.fna.gz,cjejuni,-,-,4,5,2,2,1,5,
GCF_006348925.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_006370335.fna.gz,cjejuni,10362,22,15,57,64,153,58,35,
GCF_006370385.fna.gz,cjejuni,6,63,34,27,33,45,5,7,
GCF_006508225.fna.gz,cjejuni,604,1,2,3,27,5,9,3,ST-42 complex
GCF_007107025.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_007142665.fna.gz,cjejuni,6424,343,6,29,512,40,32,3,ST-179 complex
GCF_007670275.fna.gz,cjejuni,49,3,1,5,17,11,11,6,ST-49 complex
GCF_007670295.fna.gz,cjejuni,9823,8,17,5,2,11,3,1,ST-607 complex
GCF_007670315.fna.gz,cjejuni,567,1,3,6,4,3,3,1,ST-22 complex
GCF_007670345.fna.gz,cjejuni,538,4,7,10,4,42,25,1,ST-45 complex
GCF_007670365.fna.gz,cjejuni,658,2,4,2,4,19,3,6,ST-658 complex
GCF_007670385.fna.gz,cjejuni,227,2,4,5,2,2,1,5,ST-206 complex
GCF_007670395.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_007670415.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_007670435.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_007670465.fna.gz,cjejuni,9821,18,2,618,805,1,775,16,
GCF_007670475.fna.gz,cjejuni,9822,2,1,21,3,4,1,5,ST-21 complex
GCF_007670485.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_007670525.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_007670535.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_007670565.fna.gz,cjejuni,1723,8,17,2,2,11,12,6,ST-354 complex
GCF_007670585.fna.gz,cjejuni,9820,1,6,5,92,261,7,3,
GCF_007670595.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_007670605.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007670635.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007670665.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007670675.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007670695.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007670715.fna.gz,cjejuni,new_ST,10,45,617,804,1005,293,647,
GCF_007670735.fna.gz,cjejuni,128,4,73,10,4,1,7,1,ST-45 complex
GCF_007670765.fna.gz,cjejuni,9818,531,2,34,803,1004,293,3,
GCF_007670785.fna.gz,cjejuni,9818,531,2,34,803,1004,293,3,
GCF_007670795.fna.gz,cjejuni,9818,531,2,34,803,1004,293,3,
GCF_007670805.fna.gz,cjejuni,9817,1,6,5,176,1003,293,3,
GCF_007844165.fna.gz,cjejuni,475,2,4,1,4,19,62,5,ST-48 complex
GCF_007844175.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_007844205.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_007845775.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845785.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845825.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845845.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845865.fna.gz,cjejuni,8149,9,53,5,53,11,3,3,ST-574 complex
GCF_007845875.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845885.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845935.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845945.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845955.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007845975.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007846005.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007846035.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007846045.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007846055.fna.gz,cjejuni,2988,8,10,2,2,10,12,6,ST-354 complex
GCF_007923225.fna.gz,cjejuni,572,62,4,5,2,2,1,5,ST-206 complex
GCF_007923345.fna.gz,cjejuni,262,2,1,1,3,2,1,3,ST-21 complex
GCF_008386335.fna.gz,cjejuni,44,8,1,6,3,2,1,1,ST-21 complex
GCF_008727335.fna.gz,cjejuni,441,7,1,2,83,2,3,6,
GCF_008727415.fna.gz,cjejuni,5453,1,6,137,176,40,478,3,ST-179 complex
GCF_008727435.fna.gz,cjejuni,10356,7,17,5,2,10,3,257,ST-353 complex
GCF_008727455.fna.gz,cjejuni,2109,4,7,10,4,10,7,1,ST-45 complex
GCF_008802045.fna.gz,cjejuni,403,10,27,16,19,10,5,7,ST-403 complex
GCF_009498375.fna.gz,cjejuni,1212,8,2,5,53,11,3,105,ST-607 complex
GCF_009649035.fna.gz,cjejuni,222,2,21,5,2,59,1,5,ST-206 complex
GCF_009767615.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_009906985.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_009906995.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_009939125.fna.gz,cjejuni,2282,2,84,5,68,2,1,5,ST-206 complex
GCF_009939645.fna.gz,cjejuni,6964,7,2,2,2,11,12,6,ST-354 complex
GCF_009939665.fna.gz,cjejuni,6964,7,2,2,2,11,12,6,ST-354 complex
GCF_009939705.fna.gz,cjejuni,6964,7,2,2,2,11,12,6,ST-354 complex
GCF_009939725.fna.gz,cjejuni,6964,7,2,2,2,11,12,6,ST-354 complex
GCF_011380075.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_012220765.fna.gz,cjejuni,10317,8,620,57,28,127,668,23,
GCF_012220945.fna.gz,cjejuni,10086,37,490,292,26,23,29,412,
GCF_012224585.fna.gz,cjejuni,10314,8,61,80,64,470,99,6,
GCF_012224765.fna.gz,cjejuni,10313,8,364,80,64,470,25,6,
GCF_012224905.fna.gz,cjejuni,10086,37,490,292,26,23,29,412,
GCF_012225065.fna.gz,cjejuni,10086,37,490,292,26,23,29,412,
GCF_012225225.fna.gz,cjejuni,-,7,367,-,~842,188,29,541,
GCF_012225445.fna.gz,cjejuni,-,7,367,-,~842,188,29,541,
GCF_012225685.fna.gz,cjejuni,-,7,367,-,~842,188,29,541,
GCF_013177475.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_013350425.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_013363775.fna.gz,cjejuni,4774,22,28,4,28,74,99,35,
GCF_013363815.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_013389555.fna.gz,cjejuni,459,1,2,3,3,5,9,3,ST-42 complex
GCF_013389575.fna.gz,cjejuni,2827,24,25,2,2,226,59,221,ST-460 complex
GCF_013390525.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_013390965.fna.gz,cjejuni,51,7,17,2,15,23,3,12,ST-443 complex
GCF_013392775.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_013392785.fna.gz,cjejuni,122,6,4,5,2,2,1,5,ST-206 complex
GCF_013392795.fna.gz,cjejuni,122,6,4,5,2,2,1,5,ST-206 complex
GCF_013392845.fna.gz,cjejuni,464,24,2,2,2,10,3,1,ST-464 complex
GCF_013392865.fna.gz,cjejuni,122,6,4,5,2,2,1,5,ST-206 complex
GCF_013392875.fna.gz,cjejuni,122,6,4,5,2,2,1,5,ST-206 complex
GCF_013392905.fna.gz,cjejuni,1367,10,119,50,126,171,194,112,
GCF_013392915.fna.gz,cjejuni,267,4,7,40,4,42,51,1,ST-283 complex
GCF_013392925.fna.gz,cjejuni,572,62,4,5,2,2,1,5,ST-206 complex
GCF_013392965.fna.gz,cjejuni,583,4,7,10,4,42,51,1,ST-45 complex
GCF_013392975.fna.gz,cjejuni,657,73,4,2,4,19,3,6,ST-658 complex
GCF_013392985.fna.gz,cjejuni,4899,9,2,2,2,11,59,6,ST-354 complex
GCF_013393015.fna.gz,cjejuni,5207,37,187,4,28,19,24,23,
GCF_013393025.fna.gz,cjejuni,1044,2,10,2,4,19,3,6,ST-658 complex
GCF_013393065.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_013393075.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_013393085.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_013393785.fna.gz,cjejuni,464,24,2,2,2,10,3,1,ST-464 complex
GCF_013393805.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_013394995.fna.gz,cjejuni,1212,8,2,5,53,11,3,105,ST-607 complex
GCF_013432125.fna.gz,cjejuni,2274,9,17,5,10,350,3,3,
GCF_013465595.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_013465795.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_013466015.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_013466235.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_014082005.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014117735.fna.gz,cjejuni,10086,37,490,292,26,23,29,412,
GCF_014151305.fna.gz,cjejuni,10086,37,490,292,26,23,29,412,
GCF_014151465.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014151665.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014151825.fna.gz,cjejuni,10075,7,4,5,3,2,1,5,ST-21 complex
GCF_014151925.fna.gz,cjejuni,10075,7,4,5,3,2,1,5,ST-21 complex
GCF_014152105.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014152305.fna.gz,cjejuni,305,9,53,2,10,11,3,3,ST-574 complex
GCF_014152385.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014152565.fna.gz,cjejuni,2140,9,53,2,53,11,3,3,ST-574 complex
GCF_014243315.fna.gz,cjejuni,7268,7,2,358,2,188,3,1,ST-464 complex
GCF_014243325.fna.gz,cjejuni,10087,8,490,4,668,127,24,19,
GCF_014243335.fna.gz,cjejuni,7268,7,2,358,2,188,3,1,ST-464 complex
GCF_014243405.fna.gz,cjejuni,10082,8,455,291,668,127,24,147,
GCF_014243455.fna.gz,cjejuni,4258,2,2,2,10,10,59,5,
GCF_014252915.fna.gz,cjejuni,10087,8,490,4,668,127,24,19,
GCF_014265945.fna.gz,cjejuni,4258,2,2,2,10,10,59,5,
GCF_014305275.fna.gz,cjejuni,1036,7,84,5,10,11,3,6,ST-353 complex
GCF_014305315.fna.gz,cjejuni,1036,7,84,5,10,11,3,6,ST-353 complex
GCF_014305325.fna.gz,cjejuni,8741,2,17,5,10,11,3,6,ST-353 complex
GCF_014305335.fna.gz,cjejuni,10311,2,4,5,25,1057,203,5,
GCF_014305385.fna.gz,cjejuni,8741,2,17,5,10,11,3,6,ST-353 complex
GCF_014305415.fna.gz,cjejuni,8741,2,17,5,10,11,3,6,ST-353 complex
GCF_014397035.fna.gz,cjejuni,1701,4,7,10,4,1,51,1,ST-45 complex
GCF_014397105.fna.gz,cjejuni,1701,4,7,10,4,1,51,1,ST-45 complex
GCF_014397125.fna.gz,cjejuni,1701,4,7,10,4,1,51,1,ST-45 complex
GCF_014397145.fna.gz,cjejuni,1701,4,7,10,4,1,51,1,ST-45 complex
GCF_014397185.fna.gz,cjejuni,1701,4,7,10,4,1,51,1,ST-45 complex
GCF_014397205.fna.gz,cjejuni,-,4,7|39,30|10,4,1,51,17|1,
GCF_014527495.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_014874875.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_015245165.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_015687655.fna.gz,cjejuni,3015,7,84,45,10,11,3,215,ST-574 complex
GCF_015687675.fna.gz,cjejuni,760,2,1,52,3,2,100,5,ST-21 complex
GCF_015687695.fna.gz,cjejuni,3015,7,84,45,10,11,3,215,ST-574 complex
GCF_015831865.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_015831885.fna.gz,cjejuni,354,8,10,2,2,11,12,6,ST-354 complex
GCF_015831895.fna.gz,cjejuni,42,1,2,3,4,5,9,3,ST-42 complex
GCF_015831915.fna.gz,cjejuni,604,1,2,3,27,5,9,3,ST-42 complex
GCF_015831945.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_015831955.fna.gz,cjejuni,604,1,2,3,27,5,9,3,ST-42 complex
GCF_015831985.fna.gz,cjejuni,604,1,2,3,27,5,9,3,ST-42 complex
GCF_016350125.fna.gz,cjejuni,354,8,10,2,2,11,12,6,ST-354 complex
GCF_016458425.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_016458455.fna.gz,cjejuni,222,2,21,5,2,59,1,5,ST-206 complex
GCF_016458485.fna.gz,cjejuni,41,16,2,16,62,3,9,8,ST-41 complex
GCF_016458695.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_016458845.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_016458865.fna.gz,cjejuni,429,7,4,5,2,11,1,5,ST-48 complex
GCF_016600925.fna.gz,cjejuni,354,8,10,2,2,11,12,6,ST-354 complex
GCF_016807145.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807155.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807195.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807245.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807265.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807285.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807305.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807315.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807345.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807355.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807385.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807405.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807425.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807445.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016807465.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
