Genome,Scheme,ST,dnaE,gyrB,recA,dtdS,pntA,pyrC,tnaA,clonal_complex
GCF_008039275.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_008039285.fna.gz,vparahaemolyticus,8,28,4,82,88,63,69,1,8
GCF_008039295.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_008039325.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_008039345.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_008039365.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_008039385.fna.gz,vparahaemolyticus,189,11,48,3,48,26,48,26,345
GCF_008039855.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_008039905.fna.gz,vparahaemolyticus,new_alleles,44,~498,239,19,23,3,~94,
GCF_008271735.fna.gz,vparahaemolyticus,1166,297,124,89,13,4,101,73,
GCF_008271865.fna.gz,vparahaemolyticus,new_alleles,~386,4,61,424,~142,397,23,
GCF_008693625.fna.gz,vparahaemolyticus,new_ST,26,16,56,157,4,32,51,
GCF_008693745.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009193065.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389755.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389765.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009389775.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009389785.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009389805.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389855.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389865.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389895.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389905.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009389915.fna.gz,vparahaemolyticus,2473,28,4,82,251,18,69,23,no
GCF_009389955.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389965.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009389975.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390005.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390025.fna.gz,vparahaemolyticus,1844,14,30,276,78,4,37,13,no
GCF_009390055.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390065.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390095.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390105.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390115.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390155.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390165.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390195.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390205.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390215.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390255.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390265.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390295.fna.gz,vparahaemolyticus,-,14,30,-,78,4,37,13,
GCF_009390305.fna.gz,vparahaemolyticus,-,14,30,-,78,4,37,13,
GCF_009390325.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390355.fna.gz,vparahaemolyticus,-,14,30,-,78,4,37,13,
GCF_009390375.fna.gz,vparahaemolyticus,1844,14,30,276,78,4,37,13,no
GCF_009390385.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390395.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390415.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390455.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390465.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390495.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390505.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390515.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390555.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390565.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390595.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390605.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390615.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390655.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390675.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390695.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390705.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390725.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390755.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390765.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390795.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390805.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390825.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390855.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390865.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390895.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009390915.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390925.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390945.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390965.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009390985.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391015.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391035.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391045.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391075.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391085.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391115.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_009391125.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009391145.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009391175.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_009496475.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_009645245.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_009645315.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_009647345.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_009647695.fna.gz,vparahaemolyticus,1743,112,8,61,425,26,8,57,no
GCF_009647705.fna.gz,vparahaemolyticus,973,27,324,61,263,50,54,216,no
GCF_009647755.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_009649015.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009665495.fna.gz,vparahaemolyticus,1727,28,17,31,195,45,23,24,no
GCF_009734325.fna.gz,vparahaemolyticus,413,47,8,166,19,28,46,121,no
GCF_009738005.fna.gz,vparahaemolyticus,2483,230,561,408,391,286,11,155,no
GCF_009738025.fna.gz,vparahaemolyticus,424,170,224,75,139,117,18,124,no
GCF_009763025.fna.gz,vparahaemolyticus,2290,31,313,60,171,31,35,23,no
GCF_009763165.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009763405.fna.gz,vparahaemolyticus,2517,47,139,53,19,3,465,26,no
GCF_009763425.fna.gz,vparahaemolyticus,1815,291,49,45,49,4,50,23,no
GCF_009763445.fna.gz,vparahaemolyticus,1727,28,17,31,195,45,23,24,no
GCF_009763505.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009763525.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009763545.fna.gz,vparahaemolyticus,162,47,58,53,19,50,37,26,no
GCF_009763565.fna.gz,vparahaemolyticus,631,222,128,21,69,46,236,12,no
GCF_009763605.fna.gz,vparahaemolyticus,-,94,114,31,105,3,166,-,
GCF_009763625.fna.gz,vparahaemolyticus,34,20,25,15,13,7,11,5,34
GCF_009763645.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009764055.fna.gz,vparahaemolyticus,679,19,318,4,13,54,96,175,no
GCF_009764075.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009859285.fna.gz,vparahaemolyticus,-,44,106,-,126,28,268,193,
GCF_009859305.fna.gz,vparahaemolyticus,new_ST,35,20,356,34,23,186,27,
GCF_009859325.fna.gz,vparahaemolyticus,-,44,106,-,126,28,268,193,
GCF_009859345.fna.gz,vparahaemolyticus,413,47,8,166,19,28,46,121,no
GCF_009859365.fna.gz,vparahaemolyticus,413,47,8,166,19,28,46,121,no
GCF_009859385.fna.gz,vparahaemolyticus,-,44,106,-,126,28,268,193,
GCF_009859405.fna.gz,vparahaemolyticus,-,44,106,-,126,28,268,193,
GCF_009883815.fna.gz,vparahaemolyticus,-,42,134,99,-,26,41,51,
GCF_009883835.fna.gz,vparahaemolyticus,415,42,134,99,79,26,41,51,no
GCF_009883855.fna.gz,vparahaemolyticus,415,42,134,99,79,26,41,51,no
GCF_009883875.fna.gz,vparahaemolyticus,-,19,-,61,68,48,11,26,
GCF_009883895.fna.gz,vparahaemolyticus,1166,297,124,89,13,4,101,73,
GCF_009936575.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009936605.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009936625.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991435.fna.gz,vparahaemolyticus,1737,20,25,15,13,7,395,24,no
GCF_009991445.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991625.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991645.fna.gz,vparahaemolyticus,417,3,111,167,188,116,167,33,no
GCF_009991665.fna.gz,vparahaemolyticus,1169,299,421,301,367,207,72,80,no
GCF_009991675.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991685.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991725.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009991745.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991755.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_009991765.fna.gz,vparahaemolyticus,64,40,39,3,18,4,36,29,no
GCF_009991805.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991825.fna.gz,vparahaemolyticus,199,22,28,17,13,8,19,14,no
GCF_009991845.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_009991855.fna.gz,vparahaemolyticus,120,60,108,86,98,18,45,51,120
GCF_009991885.fna.gz,vparahaemolyticus,120,60,108,86,98,18,45,51,120
GCF_010671575.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_010692765.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_010692775.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_012274865.fna.gz,vparahaemolyticus,2518,28,368,180,512,23,5,26,no
GCF_012274985.fna.gz,vparahaemolyticus,110,17,57,52,23,44,28,36,110
GCF_012275005.fna.gz,vparahaemolyticus,34,20,25,15,13,7,11,5,34
GCF_012276655.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_012845845.fna.gz,vparahaemolyticus,423,51,4,77,67,60,8,24,no
GCF_012955625.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955635.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955655.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955665.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955725.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955735.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955745.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012955765.fna.gz,vparahaemolyticus,2315,89,105,108,89,57,11,57,no
GCF_012956085.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956105.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956125.fna.gz,vparahaemolyticus,180,89,105,15,89,57,11,57,no
GCF_012956145.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956165.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956175.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956215.fna.gz,vparahaemolyticus,2311,72,96,108,80,18,75,9,no
GCF_012956225.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956265.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956285.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956305.fna.gz,vparahaemolyticus,2293,42,319,123,205,111,61,24,no
GCF_012956315.fna.gz,vparahaemolyticus,2293,42,319,123,205,111,61,24,no
GCF_012956325.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956355.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956385.fna.gz,vparahaemolyticus,180,89,105,15,89,57,11,57,no
GCF_012956405.fna.gz,vparahaemolyticus,180,89,105,15,89,57,11,57,no
GCF_012956425.fna.gz,vparahaemolyticus,180,89,105,15,89,57,11,57,no
GCF_012956445.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012956505.fna.gz,vparahaemolyticus,-,28,4,-,~24,4,224,9,
GCF_012956535.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_012957025.fna.gz,vparahaemolyticus,163,72,96,70,80,18,75,9,no
GCF_013085265.fna.gz,vparahaemolyticus,2428,5,106,98,500,56,96,287,
GCF_013369315.fna.gz,vparahaemolyticus,new_ST,26,16,13,8,95,32,2,
GCF_013390705.fna.gz,vparahaemolyticus,-,137,404,-,12,~3,11,68,
GCF_013391065.fna.gz,vparahaemolyticus,-,137,404,-,12,~3,~11,68,
GCF_013393845.fna.gz,vparahaemolyticus,2150,3,403,392,353,182,11,66,no
GCF_013393865.fna.gz,vparahaemolyticus,2521,42,32,417,513,291,466,33,no
GCF_013393885.fna.gz,vparahaemolyticus,1798,28,125,99,431,50,3,251,no
GCF_013420895.fna.gz,vparahaemolyticus,283,27,84,127,139,54,124,37,no
GCF_014057765.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057775.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057805.fna.gz,vparahaemolyticus,1844,14,30,276,78,4,37,13,no
GCF_014057815.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057825.fna.gz,vparahaemolyticus,-,14,30,-,78,4,37,13,
GCF_014057865.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057875.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057895.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057915.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014057925.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_014217295.fna.gz,vparahaemolyticus,1743,112,8,61,425,26,8,57,no
GCF_014396885.fna.gz,vparahaemolyticus,new_alleles,61,~2,~119,437,41,296,94,
GCF_014396905.fna.gz,vparahaemolyticus,new_alleles,~363,25,~400,~231,26,109,~29,
GCF_014525115.fna.gz,vparahaemolyticus,36,21,15,1,23,23,21,16,36
GCF_014525225.fna.gz,vparahaemolyticus,1719,356,481,30,419,244,343,23,no
GCF_014525355.fna.gz,vparahaemolyticus,631,222,128,21,69,46,236,12,no
GCF_014705665.fna.gz,vparahaemolyticus,933,31,367,259,332,83,3,23,no
GCF_014769095.fna.gz,vparahaemolyticus,970,27,324,61,343,50,54,44,no
GCF_014833015.fna.gz,vparahaemolyticus,1167,55,15,31,55,54,337,46,114
GCF_014833075.fna.gz,vparahaemolyticus,1167,55,15,31,55,54,337,46,114
GCF_014833085.fna.gz,vparahaemolyticus,new_ST,28,4,82,19,63,263,1,
GCF_014833115.fna.gz,vparahaemolyticus,539,31,299,198,19,26,206,18,no
GCF_014833125.fna.gz,vparahaemolyticus,new_ST,28,4,82,19,63,263,1,
GCF_014836305.fna.gz,vparahaemolyticus,1525,111,5,22,34,20,171,24,no
GCF_015680975.fna.gz,vparahaemolyticus,3,3,4,19,4,29,4,22,3
GCF_015779285.fna.gz,vparahaemolyticus,413,47,8,166,19,28,46,121,no
GCF_016132465.fna.gz,vparahaemolyticus,363,12,180,81,19,21,11,73,no
GCF_016132485.fna.gz,vparahaemolyticus,2429,35,499,31,499,128,450,226,
GCF_016403045.fna.gz,vparahaemolyticus,2515,31,316,25,500,56,96,287,no
GCF_016834555.fna.gz,vparahaemolyticus,428,171,222,113,126,4,62,23,no
GCF_017313485.fna.gz,vparahaemolyticus,1152,3,16,192,363,206,335,2,no
GCF_017313525.fna.gz,vparahaemolyticus,236,114,100,61,122,66,54,85,no
GCF_017313545.fna.gz,vparahaemolyticus,1807,148,227,171,74,119,46,23,no
GCF_017313565.fna.gz,vparahaemolyticus,1041,26,290,285,191,31,231,222,
GCF_017313585.fna.gz,vparahaemolyticus,new_ST,35,131,178,242,61,413,213,
GCF_017313595.fna.gz,vparahaemolyticus,1152,3,16,192,363,206,335,2,no
GCF_017313655.fna.gz,vparahaemolyticus,1152,3,16,192,363,206,335,2,no
GCF_017313685.fna.gz,vparahaemolyticus,1041,26,290,285,191,31,231,222,
GCF_017313735.fna.gz,vparahaemolyticus,248,5,88,61,19,18,3,90,no
GCF_017313825.fna.gz,vparahaemolyticus,248,5,88,61,19,18,3,90,no
GCF_017562225.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562235.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562285.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562305.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562315.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562335.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_017562355.fna.gz,vparahaemolyticus,199,22,28,17,13,8,19,14,no
GCF_017562385.fna.gz,vparahaemolyticus,2516,11,48,107,48,26,48,26,This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
GCF_017562405.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_018135645.fna.gz,vparahaemolyticus,165,76,88,31,13,53,45,13,no
GCF_018799025.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019270675.fna.gz,vparahaemolyticus,new_alleles,170,224,~75,139,117,18,124,
GCF_019270695.fna.gz,vparahaemolyticus,new_alleles,12,104,~67,35,56,263,~200,
GCF_019270795.fna.gz,vparahaemolyticus,918,29,339,75,123,4,18,46,no
GCF_019270875.fna.gz,vparahaemolyticus,1087,83,49,62,70,181,289,57,
GCF_019270995.fna.gz,vparahaemolyticus,2195,264,364,67,330,184,38,132,no
GCF_019271015.fna.gz,vparahaemolyticus,new_alleles,~28,337,17,34,~50,46,235,
GCF_019271035.fna.gz,vparahaemolyticus,new_alleles,207,~106,103,398,4,97,99,
GCF_019271055.fna.gz,vparahaemolyticus,1055,7,236,62,306,6,18,221,
GCF_019271075.fna.gz,vparahaemolyticus,1343,95,34,211,242,74,45,70,no
GCF_019271095.fna.gz,vparahaemolyticus,new_alleles,34,153,25,50,4,~359,26,
GCF_019271115.fna.gz,vparahaemolyticus,2110,12,180,81,19,21,46,73,no
GCF_019271135.fna.gz,vparahaemolyticus,new_alleles,13,~391,31,69,26,319,26,
GCF_019271155.fna.gz,vparahaemolyticus,672,1,147,19,4,29,4,22,3
GCF_019271175.fna.gz,vparahaemolyticus,new_ST,28,120,3,138,26,123,61,
GCF_019271195.fna.gz,vparahaemolyticus,new_alleles,28,4,155,88,63,~249,1,
GCF_019271215.fna.gz,vparahaemolyticus,865,35,138,101,116,80,3,57,no
GCF_019271235.fna.gz,vparahaemolyticus,new_ST,69,92,69,114,110,71,24,
GCF_019271255.fna.gz,vparahaemolyticus,new_alleles,44,136,35,~484,26,11,~27,
GCF_019271295.fna.gz,vparahaemolyticus,new_ST,42,7,123,55,161,37,24,
GCF_019271475.fna.gz,vparahaemolyticus,new_alleles,~81,~209,~200,~460,~255,~437,~84,
GCF_019271535.fna.gz,vparahaemolyticus,new_alleles,~356,~520,~387,~416,~28,~324,~266,
GCF_019271575.fna.gz,vparahaemolyticus,new_ST,26,153,19,236,26,218,153,
GCF_019271675.fna.gz,vparahaemolyticus,new_alleles,~60,198,180,29,35,~167,162,
GCF_019271755.fna.gz,vparahaemolyticus,new_ST,28,120,3,138,26,123,61,
GCF_019271875.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019271895.fna.gz,vparahaemolyticus,1817,47,464,31,19,60,135,13,no
GCF_019271915.fna.gz,vparahaemolyticus,new_alleles,170,224,~75,139,117,18,124,
GCF_019271935.fna.gz,vparahaemolyticus,new_alleles,5,~117,89,29,46,260,62,
GCF_019271955.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019271975.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019271995.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272015.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272035.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272055.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272075.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
